no,station_id,y,x,street,common name,dt_placement,culex.spp,week,region,dt_placement_original,year,month,indices_image_date,indices_lat,indices_lon,ndvi,ndmi,ndwi,ndbi,ndvi_mean,ndmi_mean,ndwi_mean,ndbi_mean,ndvi_std,ndmi_std,ndwi_std,ndbi_std,lst_image_date,lst_lat,lst_lon,lst_day,lst_night,monthly_lst_lat,monthly_lst_lon,lst_jan_day_mean,lst_jan_night_mean,lst_feb_day_mean,lst_feb_night_mean,lst_mar_day_mean,lst_mar_night_mean,lst_apr_day_mean,lst_apr_night_mean,indices_image_date,indices_lat,indices_lon,acc_rainfall_jan,dt_placement_minus_7,dt_placement_minus_14,dt_placement_minus_7_avail,dt_placement_minus_14_avail,acc_rainfall_1week,acc_rainfall_2week
11,Perlez,45.215019,20.372052,D. Tucovica,Ulaz,2024-06-18,94,27,Vojvodina,2024-07-03,2024,6,2024-06-17,45.214454037949764,20.37154485562223,0.5096726190476191,0.20737875632252306,-0.400759406282361,-0.20737875632252306,0.5418952664446133,0.18895612473482648,-0.4498396716490432,-0.18895612473482648,0.06317575200963829,0.08728283568932414,0.040222967916870515,0.08728283568932414,2024-06-18,45.214454037949764,20.37154485562223,15035.0,14763.0,45.214454037949764,20.37154485562223,13766.25,13586.181818181818,14133.555555555557,13787.4,14464.529411764706,13872.142857142857,14788.55,14230.666666666664,2024-06-02,45.25020698625371,20.35009308663565,220.0600886812499,2024-06-11,2024-06-04,2024-06-02,2024-06-02,0.0,0.0
12,Perlez,45.215243,20.385334,Ruze Zivanov,Izlaz,2024-06-18,9,27,Vojvodina,2024-07-03,2024,6,2024-06-17,45.214454037949764,20.385019584884024,0.4869590140441386,0.0754560530679934,-0.4359258234154443,-0.0754560530679934,0.4591104216274197,0.1085810856876352,-0.387600090621183,-0.1085810856876352,0.05520158033069895,0.12491187736404362,0.04479962080776253,0.12491187736404362,2024-06-18,45.214454037949764,20.385019584884024,15159.0,14738.0,45.214454037949764,20.385019584884024,13757.833333333336,13572.53846153846,14120.888888888889,13751.0,14465.0625,13875.8,14810.157894736842,14230.3,2024-06-02,45.25020698625371,20.35009308663565,220.0600886812499,2024-06-11,2024-06-04,2024-06-02,2024-06-02,0.0,0.0
13,Ecka,45.311432,20.447702,Kumanovska,1,2024-06-18,168,27,Vojvodina,2024-07-03,2024,6,2024-06-17,45.31326871920292,20.447901654772394,0.4712973593570609,0.06018614270941058,-0.4258692628650904,-0.06018614270941058,0.4737117703959742,0.08088994852662852,-0.4210150498890433,-0.08088994852662852,0.03715779650170628,0.053142105951069316,0.016525317039056284,0.053142105951069316,2024-06-18,45.31326871920292,20.447901654772394,15241.0,14764.0,45.31326871920292,20.447901654772394,13799.181818181818,13512.555555555557,14136.272727272728,13746.5,14459.235294117649,13875.733333333335,14854.823529411766,14227.5,2024-06-02,45.350207443681896,20.450093544063833,214.36575106562998,2024-06-11,2024-06-04,2024-06-02,2024-06-02,0.0,0.0
14,Ecka,45.311079,20.423453,Lukino Selo,2,2024-06-18,442,27,Vojvodina,2024-07-03,2024,6,2024-06-17,45.31326871920292,20.425443772669407,0.5740977732275403,0.1978963770938839,-0.48014440433213,-0.1978963770938839,0.5162274758437757,0.12898457804550428,-0.44264507166613465,-0.12898457804550428,0.07105453509054388,0.08027210365801953,0.04869225402693801,0.08027210365801953,2024-06-18,45.31326871920292,20.425443772669407,14838.0,14731.0,45.31326871920292,20.425443772669407,13785.818181818182,13485.727272727272,14111.083333333336,13729.090909090908,14393.368421052632,13879.692307692307,14827.789473684208,14170.571428571431,2024-06-02,45.350207443681896,20.450093544063833,214.36575106562998,2024-06-11,2024-06-04,2024-06-02,2024-06-02,0.0,0.0
15,Zrenjanin,45.359569,20.39108,Radoti Miklosa 47,Muzlja,2024-06-18,272,27,Vojvodina,2024-07-03,2024,6,2024-06-17,45.3581844834089,20.389511161304625,0.3149232914923292,-0.06039465816224834,-0.3263927968486213,0.06039465816224834,0.3998231869785853,0.025743174193293472,-0.3711958335029533,-0.025743174193293472,0.04848583619246908,0.04889750213786352,0.0317886977462856,0.04889750213786352,2024-06-18,45.3581844834089,20.389511161304625,15317.0,14782.0,45.3581844834089,20.389511161304622,13806.692307692307,13448.75,14208.777777777776,13791.555555555557,14488.823529411766,13888.909090909092,14893.777777777776,14256.25,2024-06-02,45.350207443681896,20.35009308663565,218.89258418067493,2024-06-11,2024-06-04,2024-06-02,2024-06-02,0.0,0.0
16,Zrenjanin,45.386306,20.413639,Temisvarski drum  14,Dijamant,2024-06-18,157,27,Vojvodina,2024-07-03,2024,6,2024-06-17,45.38513394193248,20.41196904340761,0.30355220667384275,-0.014646053702196932,-0.30320150659133704,0.014646053702196932,0.33618773449190315,-0.015249826852612837,-0.3306571898342496,0.015249826852612837,0.06982783845084768,0.03890896065831848,0.05591658650764706,0.03890896065831848,2024-06-18,45.38513394193249,20.41196904340761,15411.0,14852.0,45.38513394193249,20.41196904340761,13808.333333333336,13491.0,14184.75,13821.0,14491.764705882351,13901.75,14960.0,14325.375,2024-06-02,45.350207443681896,20.450093544063833,214.36575106562998,2024-06-11,2024-06-04,2024-06-02,2024-06-02,0.0,0.0
17,Melenci,45.528139,20.304444,Banja Rusanda,Banja Rusanda,2024-06-18,436,27,Vojvodina,2024-07-03,2024,6,2024-06-17,45.528864387391614,20.304171209313253,0.6246425786327009,0.2245297805642633,-0.5420676042437701,-0.2245297805642633,0.3233879447861094,0.06683411695102669,-0.2751628044163261,-0.06683411695102669,0.1983606395702925,0.09770310427698736,0.22365178219034546,0.09770310427698736,2024-06-18,45.528864387391614,20.304171209313253,15235.0,14695.0,45.528864387391614,20.304171209313253,13786.363636363636,13556.0,14149.615384615383,13752.363636363636,14508.5,13804.153846153846,14782.210526315792,14121.0,2024-06-02,45.550208358538264,20.35009308663565,231.0432213622007,2024-06-11,2024-06-04,2024-06-02,2024-06-02,0.0,0.0
18,Melenci,45.511735,20.305917,Brace Mijatov,Mesto,2024-06-18,129,27,Vojvodina,2024-07-03,2024,6,2024-06-17,45.51089808170922,20.304171209313253,0.26968043647700696,0.017171401810802386,-0.2326901248581158,-0.017171401810802386,0.3394957337769363,0.045929134823247335,-0.3015375084070883,-0.045929134823247335,0.06722556487860153,0.07025860629336005,0.05241068536891549,0.07025860629336005,2024-06-18,45.51089808170922,20.304171209313253,14829.0,14727.0,45.51089808170922,20.304171209313253,13797.545454545454,13578.266666666665,14111.153846153846,13788.222222222224,14523.35294117647,13829.230769230771,14830.1,14145.923076923076,2024-06-02,45.550208358538264,20.35009308663565,231.0432213622007,2024-06-11,2024-06-04,2024-06-02,2024-06-02,0.0,0.0
19,Novi Becej,45.597078,20.141144,Tapaj Sandora 9 ,Kod Karcike,2024-06-18,2,27,Vojvodina,2024-07-03,2024,6,2024-06-17,45.59623803370059,20.14247445817173,0.3591936469150885,-0.013522500554200827,-0.3488936041224613,0.013522500554200827,0.32628363220299683,-0.01970742787285878,-0.3175353127261075,0.01970742787285878,0.0499564125515637,0.03978590458986984,0.06381919019709825,0.03978590458986984,2024-06-18,45.59623803370059,20.14247445817173,15128.0,14811.0,45.59623803370059,20.14247445817173,13842.53846153846,13567.833333333336,14212.083333333336,13755.272727272728,14406.666666666664,13874.25,14788.263157894737,14219.454545454546,2024-06-02,45.550208358538264,20.150092171779278,235.29942265407863,2024-06-11,2024-06-04,2024-06-02,2024-06-02,0.0,0.0
20,Novi Becej,45.581111,20.143699,Novobecejski put,Vikend Naselje,2024-06-18,132,27,Vojvodina,2024-07-03,2024,6,2024-06-17,45.58276330443879,20.14247445817173,0.5997559487492373,0.2321428571428571,-0.4906196702671972,-0.2321428571428571,0.5753127504934363,0.1967814614883004,-0.4893974368789626,-0.1967814614883004,0.06363670743332105,0.06713684355271861,0.04422707660962707,0.06713684355271861,2024-06-18,45.5827633044388,20.14247445817173,14957.0,14746.0,45.5827633044388,20.14247445817173,13806.6,13542.64705882353,14205.833333333336,13683.1,14417.05882352941,13828.583333333336,14771.6,14185.454545454546,2024-06-02,45.550208358538264,20.150092171779278,235.29942265407863,2024-06-11,2024-06-04,2024-06-02,2024-06-02,0.0,0.0
21,Becej,45.612937,20.022146,Srbobranski put 28 ,Sumarak,2024-06-18,167,27,Vojvodina,2024-07-03,2024,6,2024-06-17,45.61420433938297,20.021201894815587,0.4529756398396546,0.08872458410351199,-0.3940828402366863,-0.08872458410351199,0.4389706597704983,0.07812571913008402,-0.3798504696876149,-0.07812571913008402,0.06525772405446245,0.06499366002964152,0.09808747755590687,0.06499366002964152,2024-06-18,45.614204339382994,20.021201894815587,15132.0,14800.0,45.614204339382994,20.021201894815587,13785.533333333333,13581.416666666664,14201.583333333336,13736.666666666664,14517.4,13829.1,15027.625,14232.181818181818,2024-06-02,45.65020881596645,20.050091714351094,227.86235780778952,2024-06-11,2024-06-04,2024-06-02,2024-06-02,0.0,0.0
22,Backa Topola,45.827403,19.631602,Plitvicka,Plitvicka,2024-06-18,665,27,Vojvodina,2024-07-03,2024,6,2024-06-17,45.82530843115109,19.63043474622356,0.4655605832076421,0.12029208301306688,-0.4282214600685938,-0.12029208301306688,0.4839274049249026,0.11858502257531622,-0.42471728982713336,-0.11858502257531622,0.0600922831916576,0.07787271877799984,0.039459677297278825,0.07787271877799984,2024-06-18,45.82530843115109,19.63043474622356,15080.0,14753.0,45.82530843115109,19.63043474622356,13816.133333333333,13597.8125,14178.76923076923,13661.75,14462.944444444443,13830.7,14894.388888888889,14199.357142857143,2024-06-02,45.85020973082282,19.650089884638355,197.36715472310823,2024-06-11,2024-06-04,2024-06-02,2024-06-02,0.0,0.0
23,Backa Topola,45.859583,19.634,Zobnatica,Ergela,2024-06-18,112,27,Vojvodina,2024-07-03,2024,6,2024-06-17,45.86124104251587,19.63492632264416,0.6193353474320242,0.21667354519191087,-0.5330213208528342,-0.21667354519191087,0.641085509330148,0.25805998614130593,-0.5347563362019607,-0.25805998614130593,0.08433038164918825,0.12958717934799618,0.07227234724855243,0.12958717934799618,2024-06-18,45.86124104251587,19.63492632264416,15099.0,14733.0,45.86124104251587,19.63492632264416,13788.8,13607.875,14189.083333333336,13688.1,14494.411764705883,13805.818181818182,14822.315789473683,14201.846153846154,2024-06-02,45.85020973082282,19.650089884638355,197.36715472310823,2024-06-11,2024-06-04,2024-06-02,2024-06-02,0.0,0.0
24,Mali Idjos,45.709719,19.653719,Vasarska,Vasarska,2024-06-18,225,27,Vojvodina,2024-07-03,2024,6,2024-06-17,45.708527444215534,19.652892628326548,0.4444137931034483,0.023255813953488413,-0.4166666666666667,-0.023255813953488413,0.3983835668338168,0.0054358169300675685,-0.3889470541339777,-0.0054358169300675685,0.08630010337477817,0.06552272730884555,0.05086074240085932,0.06552272730884555,2024-06-18,45.708527444215534,19.652892628326548,15387.0,14736.0,45.708527444215534,19.652892628326548,13759.4375,13593.285714285714,14265.3,13710.75,14459.5625,13784.857142857143,14845.555555555557,14161.0,2024-06-02,45.75020927339464,19.650089884638355,237.28256023597714,2024-06-11,2024-06-04,2024-06-02,2024-06-02,0.0,0.0
25,Mali Idjos,45.701111,19.679061,Lovcenacka,Montel,2024-06-18,632,27,Vojvodina,2024-07-03,2024,6,2024-06-17,45.69954429137434,19.679842086850137,0.4715701617110068,0.11084859224256746,-0.42151675485008816,-0.11084859224256746,0.4832200675278807,0.08712363488100994,-0.4443764511846602,-0.08712363488100994,0.09185685166172593,0.0978437227156953,0.0697011121727521,0.0978437227156953,2024-06-18,45.69954429137434,19.679842086850137,15212.0,14735.0,45.69954429137434,19.679842086850137,13756.375,13593.384615384617,14254.727272727272,13679.25,14488.4375,13790.571428571431,14903.05882352941,14160.8,2024-06-02,45.75020927339464,19.650089884638355,237.28256023597714,2024-06-11,2024-06-04,2024-06-02,2024-06-02,0.0,0.0
26,Lovcenac,45.67995,19.68145,Bude Tomanovic,Bude Tomanovic,2024-06-18,218,27,Vojvodina,2024-07-03,2024,6,2024-06-17,45.68157798569196,19.679842086850137,0.4835287548855388,0.039718254744668335,-0.4455930359085963,-0.039718254744668335,0.44771799056398215,0.0242244074134283,-0.4234243013474005,-0.0242244074134283,0.12973141077920464,0.10996651192315672,0.08364506220746053,0.10996651192315672,2024-06-18,45.68157798569196,19.679842086850137,15251.0,14751.0,45.68157798569196,19.679842086850137,13757.1875,13528.222222222224,14290.545454545454,13674.875,14533.285714285714,13786.0,15077.214285714286,14140.545454545454,2024-06-02,45.65020881596645,19.650089884638355,195.8819126598239,2024-06-11,2024-06-04,2024-06-02,2024-06-02,0.0,0.0
27,Feketic,45.658136,19.709208,Marsala Tita,Pipac,2024-06-18,825,27,Vojvodina,2024-07-03,2024,6,2024-06-17,45.65912010358896,19.711283121794324,0.5130861504907307,0.10228401191658394,-0.4713679745493107,-0.10228401191658394,0.4561025883351526,0.03541928970293033,-0.4278668230107663,-0.03541928970293033,0.06391494460215097,0.05859849392116255,0.04037754014321495,0.05859849392116255,2024-06-18,45.659120103588975,19.711283121794324,15289.0,14757.0,45.659120103588975,19.711283121794324,13750.875,13523.666666666664,14266.545454545454,13701.444444444443,14516.5,13801.0,14900.266666666665,14165.363636363636,2024-06-02,45.65020881596645,19.75009034206654,198.8563472043097,2024-06-11,2024-06-04,2024-06-02,2024-06-02,0.0,0.0
28,Srbobran,45.53769,19.786532,Novosadski put,Iza mlina,2024-06-18,857,27,Vojvodina,2024-07-03,2024,6,2024-06-17,45.53784754023282,19.78763992094449,0.4543695582070299,0.12806403201600794,-0.3830113462128181,-0.12806403201600794,0.5662510408113925,0.21345972088445253,-0.46729951395138597,-0.21345972088445253,0.1408433209602354,0.10564635093981188,0.115962011896094,0.10564635093981188,2024-06-18,45.53784754023282,19.78763992094449,15074.0,14799.0,45.53784754023282,19.78763992094449,13773.066666666668,13526.692307692307,14255.333333333336,13762.111111111111,14537.1875,13820.1,14927.625,14198.166666666664,2024-06-02,45.550208358538264,19.75009034206654,260.17294466962994,2024-06-11,2024-06-04,2024-06-02,2024-06-02,0.0,0.0
29,Sirig,45.44494,19.816372,13 April,Kanalic,2024-06-18,197,27,Vojvodina,2024-07-03,2024,6,2024-06-17,45.443524435400256,19.814589379468075,0.550014009526478,0.13476923076923078,-0.4759871931696905,-0.13476923076923078,0.5634138487611671,0.1552006031330323,-0.4844082423560921,-0.1552006031330323,0.06599534570341906,0.07482465926316456,0.045198801797626816,0.07482465926316456,2024-06-18,45.443524435400256,19.814589379468075,15210.0,14775.0,45.443524435400256,19.814589379468075,13755.357142857143,13520.272727272728,14283.166666666664,13730.125,14677.375,13752.888888888889,15126.666666666664,14227.818181818182,2024-06-02,45.45020790111008,19.850090799494723,261.1665411482809,2024-06-11,2024-06-04,2024-06-02,2024-06-02,0.0,0.0
30,Cenej,45.361843,19.843538,-,Salas,2024-06-18,33,27,Vojvodina,2024-07-03,2024,6,2024-06-17,45.362676059829504,19.841538837991664,0.5964063579820318,0.1903126073514257,-0.5091463414634146,-0.1903126073514257,0.5662905527422332,0.1649808008425327,-0.4888946704064088,-0.1649808008425327,0.09301218087868758,0.05648529949734201,0.062260638917779526,0.05648529949734201,2024-06-18,45.362676059829504,19.841538837991664,15220.0,14749.0,45.362676059829504,19.841538837991664,13734.857142857143,13530.8,14236.0,13657.142857142857,14636.8125,13802.846153846154,15171.923076923076,14204.076923076924,2024-06-02,45.350207443681896,19.850090799494723,272.4840825527717,2024-06-11,2024-06-04,2024-06-02,2024-06-02,0.0,0.0
31,Temerin,45.391624,19.858687,Partizanska,Naucni institut,2024-06-20,146,27,Vojvodina,2024-07-05,2024,6,2024-06-19,45.38962551835308,19.859505143674053,0.593764761454889,0.2206946454413893,-0.5096196868008949,-0.2206946454413893,0.5743994548563582,0.17240788410343658,-0.4943072388894752,-0.17240788410343658,0.09553860799965434,0.1064376161937044,0.06886083783144058,0.1064376161937044,2024-06-20,45.38962551835309,19.859505143674053,15295.0,14783.0,45.38962551835309,19.859505143674053,13781.46153846154,13452.0,14333.875,13610.25,14684.3125,13800.307692307693,15236.866666666667,14173.384615384617,2024-06-02,45.350207443681896,19.850090799494723,272.4840825527717,2024-06-13,2024-06-06,2024-06-02,2024-06-02,0.0,0.0
32,Palic,46.099172,19.755222,-,Palic,2024-06-20,65,27,Vojvodina,2024-07-05,2024,6,2024-06-19,46.09929459280757,19.756198886000305,0.4905323329760629,0.2435171385991058,-0.3764434180138568,-0.2435171385991058,0.3886372948815636,0.2074370394094025,-0.2799662668907334,-0.2074370394094025,0.1848492756910542,0.11631772964657393,0.2289109980847235,0.11631772964657393,2024-06-20,46.09929459280757,19.756198886000305,15261.0,14727.0,46.09929459280757,19.756198886000305,13759.6875,13530.64705882353,14170.222222222224,13676.9,14407.0,13789.076923076924,14747.7,14185.733333333335,2024-06-02,46.05021064567919,19.75009034206654,142.9270025637852,2024-06-13,2024-06-06,2024-06-02,2024-06-02,0.0,0.0
33,Subotica,46.080117,19.676158,-,Spartak,2024-06-20,16,27,Vojvodina,2024-07-05,2024,6,2024-06-19,46.08132828712517,19.67535051042954,0.27807486631016043,0.2431729518855657,-0.14559616536848413,-0.2431729518855657,0.2614126257487173,0.1109904429924508,-0.18818646687831966,-0.1109904429924508,0.06763173593431789,0.09510353730319586,0.12567130399185944,0.09510353730319586,2024-06-20,46.08132828712517,19.67535051042954,15329.0,14796.0,46.08132828712517,19.67535051042954,13800.642857142857,13573.94117647059,14251.222222222224,13671.375,14432.176470588234,13767.0,14848.888888888889,14165.125,2024-06-02,46.05021064567919,19.650089884638355,139.80259690417006,2024-06-13,2024-06-06,2024-06-02,2024-06-02,0.0,0.0
34,Subotica,46.089969,19.639352,-,Hipodrom,2024-06-20,28,27,Vojvodina,2024-07-05,2024,6,2024-06-19,46.090311439966364,19.639417899064753,0.2410353835193541,-0.02772093023255808,-0.27587890625,0.02772093023255808,0.30473869567216805,-0.037177099777458325,-0.3108937964311394,0.037177099777458325,0.055579023404681634,0.01952434372926668,0.04673026904274278,0.01952434372926668,2024-06-20,46.090311439966364,19.639417899064753,15452.0,14761.0,46.090311439966364,19.639417899064753,13789.214285714286,13585.4375,14215.777777777776,13731.375,14449.75,13793.625,14882.470588235294,14212.533333333333,2024-06-02,46.05021064567919,19.650089884638355,139.80259690417006,2024-06-13,2024-06-06,2024-06-02,2024-06-02,0.0,0.0
35,Bajmok,45.979106,19.4145,Tri istarske zrtve rata 5,Mesto,2024-06-20,8,27,Vojvodina,2024-07-05,2024,6,2024-06-19,45.97802202945142,19.414839078034856,0.4886519004648618,0.06348896268802495,-0.4440318302387268,-0.06348896268802495,0.4541596589140501,0.03814660584155962,-0.4258988705922382,-0.03814660584155962,0.09904687612729522,0.06820669070678757,0.06624980481382815,0.06820669070678757,2024-06-20,45.97802202945142,19.414839078034856,15416.0,14793.0,45.97802202945142,19.414839078034856,13828.785714285714,13602.642857142857,14230.2,13675.625,14535.294117647061,13741.0,14922.466666666667,14212.5,2024-06-02,45.950210188251006,19.450088969781984,166.89977404167075,2024-06-13,2024-06-06,2024-06-02,2024-06-02,0.0,0.0
