"station_id","dt_placement","week","month","year","country_code","nuts0_code","nuts0_name","nuts1_code","nuts1_name","nuts2_code","nuts2_name","nuts3_code","nuts3_name","lau1_municipality","lau2_settlement","trap_type","sex","dt_placement_original","x","y","aedes albopictus","region","indices_image_date","indices_lat","indices_lon","ndvi","ndmi","ndwi","ndbi","ndvi_mean","ndmi_mean","ndwi_mean","ndbi_mean","ndvi_std","ndmi_std","ndwi_std","ndbi_std","lst_image_date","lst_lat","lst_lon","lst_day","lst_night","monthly_lst_lat","monthly_lst_lon","lst_jan_day_mean","lst_jan_night_mean","lst_feb_day_mean","lst_feb_night_mean","lst_mar_day_mean","lst_mar_night_mean","lst_apr_day_mean","lst_apr_night_mean","indices_image_date","indices_lat","indices_lon","acc_rainfall_jan","dt_placement_minus_7","dt_placement_minus_14","dt_placement_minus_7_avail","dt_placement_minus_14_avail","acc_rainfall_1week","acc_rainfall_2week"
"ST-BG-3",2023-06-26,28,6,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Castel Ivano",,"BG-Sentinel","F",2023-07-11,11.525146,46.066722,4,"Italy",2023-06-22,46.0678535578634,11.5231393070442,0.615384615384615,0.227752081406106,-0.533271719038817,-0.227752081406106,0.383484049841224,0.275352680232784,-0.32422504285035,-0.275352680232784,0.00825636313812719,0.00323810567507526,0.0115620466173738,0.00323810567507526,2023-06-26,46.0678535578634,11.5231393070442,15211,14649,46.0678535578634,11.5231393070442,13877.625,13517.4,14084.4117647059,13627,14396.5454545455,13829.8888888889,14612.3636363636,13900.2727272727,2023-06-26,46.0502106456792,11.5500528329554,193.898938491941,2023-06-19,2023-06-12,2023-06-19,2023-06-12,8.57332349556964,17.8943432486849
"ST-BG-4",2023-06-26,28,6,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Telve",,"BG-Sentinel","F",2023-07-11,11.48068,46.068981,3,"Italy",2023-06-22,46.0678535578634,11.4827151192588,0.375,0.0727554179566563,-0.350548112058465,-0.0727554179566563,0.527305548062933,0.152437898988184,-0.46585361438271,-0.152437898988184,0.0730953649733972,0.0501869169959902,0.0534034568800515,0.0501869169959902,2023-06-26,46.0678535578634,11.4827151192588,15274,14665,46.0678535578634,11.4827151192588,13796.5,13495.3636363636,14123.4615384615,13580,14413.2307692308,13826.2222222222,14647.2727272727,13899.4545454545,2023-06-26,46.0502106456792,11.4500523755272,171.401520600164,2023-06-19,2023-06-12,2023-06-19,2023-06-12,5.38992599933408,6.50335468217963
"ST-BG-4",2023-06-26,28,6,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Telve",,"BG-Sentinel","M",2023-07-11,11.48068,46.068981,3,"Italy",2023-06-22,46.0678535578634,11.4827151192588,0.375,0.0727554179566563,-0.350548112058465,-0.0727554179566563,0.527305548062933,0.152437898988184,-0.46585361438271,-0.152437898988184,0.0730953649733972,0.0501869169959902,0.0534034568800515,0.0501869169959902,2023-06-26,46.0678535578634,11.4827151192588,15274,14665,46.0678535578634,11.4827151192588,13796.5,13495.3636363636,14123.4615384615,13580,14413.2307692308,13826.2222222222,14647.2727272727,13899.4545454545,2023-06-26,46.0502106456792,11.4500523755272,171.401520600164,2023-06-19,2023-06-12,2023-06-19,2023-06-12,5.38992599933408,6.50335468217963
"TN-BG-9",2023-06-26,28,6,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Trento",,"BG-Sentinel",,2023-07-11,11.091284,46.110328,0,"Italy",2023-06-22,46.1082777456488,11.0919479706668,0.148022598870057,0.0354667753770893,-0.143628995947771,-0.0354667753770893,0.27208309163379,0.130226853216819,-0.244447221498722,-0.130226853216819,0.0984993600385878,0.0608455567560429,0.0762230602853446,0.0608455567560429,2023-06-26,46.1082777456488,11.0919479706668,15288,14798,46.1082777456488,11.0919479706668,13827.8333333333,13575.1,14056.7222222222,13703.2666666667,14322.0769230769,13926.7,14518.6666666667,13960.5384615385,2023-06-26,46.1502111031074,11.0500505458144,348.149782501561,2023-06-19,2023-06-12,2023-06-19,2023-06-12,6.43586148228496,11.598619498036
"PE-BG-4",2023-06-26,28,6,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Pergine",,"BG-Sentinel","F",2023-07-11,11.24094,46.06638,7,"Italy",2023-06-22,46.0678535578634,11.2401699925465,0.308236272878536,0.103896103896104,-0.296907216494845,-0.103896103896104,0.350623395107115,0.130419730830044,-0.326921886685659,-0.130419730830044,0.0601138480270178,0.0301335751191371,0.0478209463532324,0.0301335751191371,2023-06-26,46.0678535578634,11.2401699925465,15431,14742,46.0678535578634,11.2401699925465,13848.8181818182,13543.625,14079.3333333333,13632.4375,14450.5294117647,13783.75,14625.7333333333,13912.0714285714,2023-06-26,46.0502106456792,11.2500514606708,185.551746912563,2023-06-19,2023-06-12,2023-06-19,2023-06-12,2.74717391829472,3.35327741337824
"PE-BG-4",2023-06-26,28,6,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Pergine",,"BG-Sentinel","M",2023-07-11,11.24094,46.06638,10,"Italy",2023-06-22,46.0678535578634,11.2401699925465,0.308236272878536,0.103896103896104,-0.296907216494845,-0.103896103896104,0.350623395107115,0.130419730830044,-0.326921886685659,-0.130419730830044,0.0601138480270178,0.0301335751191371,0.0478209463532324,0.0301335751191371,2023-06-26,46.0678535578634,11.2401699925465,15431,14742,46.0678535578634,11.2401699925465,13848.8181818182,13543.625,14079.3333333333,13632.4375,14450.5294117647,13783.75,14625.7333333333,13912.0714285714,2023-06-26,46.0502106456792,11.2500514606708,185.551746912563,2023-06-19,2023-06-12,2023-06-19,2023-06-12,2.74717391829472,3.35327741337824
288,2023-07-12,30,7,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Riva del Garda",,"BG-Sentinel","F",2023-07-27,10.844454,45.890818,27,"Italy",2023-07-12,45.8926820774601,10.8449112675339,0.286127928402211,-0.00285714285714283,-0.286466561348078,0.00285714285714283,0.312390256447932,0.00259956475558482,-0.310031793548887,-0.00259956475558482,0.0479667732600584,0.0285309721425051,0.0368691897427403,0.0285309721425051,2023-07-11,45.8926820774601,10.8449112675339,15404,14665,45.8926820774601,10.8449112675339,13964.3076923077,13699.4545454545,14094.7647058824,13749.5333333333,14371.6875,13912.5333333333,14474.8888888889,13992.8181818182,2023-07-12,45.8502097308228,10.8500496309581,296.128848818204,2023-07-05,2023-06-28,2023-07-05,2023-06-28,113.163600700907,148.880706629716
288,2023-07-12,30,7,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Riva del Garda",,"BG-Sentinel","M",2023-07-27,10.844454,45.890818,36,"Italy",2023-07-12,45.8926820774601,10.8449112675339,0.286127928402211,-0.00285714285714283,-0.286466561348078,0.00285714285714283,0.312390256447932,0.00259956475558482,-0.310031793548887,-0.00259956475558482,0.0479667732600584,0.0285309721425051,0.0368691897427403,0.0285309721425051,2023-07-11,45.8926820774601,10.8449112675339,15404,14665,45.8926820774601,10.8449112675339,13964.3076923077,13699.4545454545,14094.7647058824,13749.5333333333,14371.6875,13912.5333333333,14474.8888888889,13992.8181818182,2023-07-12,45.8502097308228,10.8500496309581,296.128848818204,2023-07-05,2023-06-28,2023-07-05,2023-06-28,113.163600700907,148.880706629716
315,2023-07-12,30,7,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Arco",,"BG-Sentinel","F",2023-07-27,10.864102,45.919723,12,"Italy",2023-07-12,45.9196315359837,10.8628775732163,0.476686507936508,0.0888807607900512,-0.437469821342347,-0.0888807607900512,0.533851551125003,0.131113526497544,-0.478233454842802,-0.131113526497544,0.093281674905742,0.0610336543405891,0.0675560995128528,0.0610336543405891,2023-07-11,45.9196315359837,10.8628775732163,15360,14817,45.9196315359837,10.8628775732163,14027.0909090909,13679.3636363636,14184.9333333333,13783.5625,14486.1538461538,13933.6153846154,14564.4285714286,13985.1666666667,2023-07-12,45.950210188251,10.8500496309581,311.742134655993,2023-07-05,2023-06-28,2023-07-05,2023-06-28,148.704825797584,170.111455982609
315,2023-07-12,30,7,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Arco",,"BG-Sentinel","M",2023-07-27,10.864102,45.919723,5,"Italy",2023-07-12,45.9196315359837,10.8628775732163,0.476686507936508,0.0888807607900512,-0.437469821342347,-0.0888807607900512,0.533851551125003,0.131113526497544,-0.478233454842802,-0.131113526497544,0.093281674905742,0.0610336543405891,0.0675560995128528,0.0610336543405891,2023-07-11,45.9196315359837,10.8628775732163,15360,14817,45.9196315359837,10.8628775732163,14027.0909090909,13679.3636363636,14184.9333333333,13783.5625,14486.1538461538,13933.6153846154,14564.4285714286,13985.1666666667,2023-07-12,45.950210188251,10.8500496309581,311.742134655993,2023-07-05,2023-06-28,2023-07-05,2023-06-28,148.704825797584,170.111455982609
351,2023-07-12,30,7,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Riva del Garda",,"BG-Sentinel","F",2023-07-27,10.855636,45.894986,50,"Italy",2023-07-12,45.8971736538807,10.8538944203751,0.297522816166884,0.0128231223285162,-0.298877577655965,-0.0128231223285162,0.472382831838551,0.110477356070277,-0.422082303593354,-0.110477356070277,0.161787191321039,0.0992675460297787,0.117146474447946,0.0992675460297787,2023-07-11,45.8971736538807,10.8538944203751,15497,14665,45.8971736538807,10.8538944203751,13981.7142857143,13651.8181818182,14145.5,13660.875,14458.125,13892.625,14586.2777777778,13973.1666666667,2023-07-12,45.8502097308228,10.8500496309581,296.128848818204,2023-07-05,2023-06-28,2023-07-05,2023-06-28,113.163600700907,148.880706629716
351,2023-07-12,30,7,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Riva del Garda",,"BG-Sentinel","F",2023-07-27,10.855636,45.894986,7,"Italy",2023-07-12,45.8971736538807,10.8538944203751,0.297522816166884,0.0128231223285162,-0.298877577655965,-0.0128231223285162,0.472382831838551,0.110477356070277,-0.422082303593354,-0.110477356070277,0.161787191321039,0.0992675460297787,0.117146474447946,0.0992675460297787,2023-07-11,45.8971736538807,10.8538944203751,15497,14665,45.8971736538807,10.8538944203751,13981.7142857143,13651.8181818182,14145.5,13660.875,14458.125,13892.625,14586.2777777778,13973.1666666667,2023-07-12,45.8502097308228,10.8500496309581,296.128848818204,2023-07-05,2023-06-28,2023-07-05,2023-06-28,113.163600700907,148.880706629716
351,2023-07-12,30,7,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Riva del Garda",,"BG-Sentinel","M",2023-07-27,10.855636,45.894986,22,"Italy",2023-07-12,45.8971736538807,10.8538944203751,0.297522816166884,0.0128231223285162,-0.298877577655965,-0.0128231223285162,0.472382831838551,0.110477356070277,-0.422082303593354,-0.110477356070277,0.161787191321039,0.0992675460297787,0.117146474447946,0.0992675460297787,2023-07-11,45.8971736538807,10.8538944203751,15497,14665,45.8971736538807,10.8538944203751,13981.7142857143,13651.8181818182,14145.5,13660.875,14458.125,13892.625,14586.2777777778,13973.1666666667,2023-07-12,45.8502097308228,10.8500496309581,296.128848818204,2023-07-05,2023-06-28,2023-07-05,2023-06-28,113.163600700907,148.880706629716
"CDCRA5",2023-07-12,30,7,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Arco",,"CDC-trap","F",2023-07-27,10.892337,45.915607,7,"Italy",2023-07-12,45.915139959563,10.8943186081605,0.505679012345679,0.139387144992526,-0.451904761904762,-0.139387144992526,0.597650751190598,0.184388574152326,-0.514681099112346,-0.184388574152326,0.110127749753951,0.0764969084814758,0.074264032443936,0.0764969084814758,2023-07-11,45.915139959563,10.8943186081605,15481,14613,45.915139959563,10.8943186081605,13978.1666666667,13632.5,14144.5625,13694.5714285714,14524.6923076923,13903.6428571429,14632.6470588235,13970.6923076923,2023-07-12,45.950210188251,10.8500496309581,311.742134655993,2023-07-05,2023-06-28,2023-07-05,2023-06-28,148.704825797584,170.111455982609
"CDCRA5",2023-07-12,30,7,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Arco",,"CDC-trap","M",2023-07-27,10.892337,45.915607,1,"Italy",2023-07-12,45.915139959563,10.8943186081605,0.505679012345679,0.139387144992526,-0.451904761904762,-0.139387144992526,0.597650751190598,0.184388574152326,-0.514681099112346,-0.184388574152326,0.110127749753951,0.0764969084814758,0.074264032443936,0.0764969084814758,2023-07-11,45.915139959563,10.8943186081605,15481,14613,45.915139959563,10.8943186081605,13978.1666666667,13632.5,14144.5625,13694.5714285714,14524.6923076923,13903.6428571429,14632.6470588235,13970.6923076923,2023-07-12,45.950210188251,10.8500496309581,311.742134655993,2023-07-05,2023-06-28,2023-07-05,2023-06-28,148.704825797584,170.111455982609
"CDCRA6",2023-07-12,30,7,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Riva del Garda",,"CDC-trap","F",2023-07-27,10.862481,45.882249,19,"Italy",2023-07-12,45.8836989246189,10.8628775732163,0.533383723859914,0.162115715104067,-0.476109628910987,-0.162115715104067,0.564358778333298,0.192095530476765,-0.488587728168038,-0.192095530476765,0.0983035235172479,0.0750996748852476,0.0701607212869399,0.0750996748852476,2023-07-11,45.8836989246189,10.8628775732163,15392,14611,45.8836989246189,10.8628775732163,13959.0769230769,13639.8571428571,14098.7647058824,13708.8,14387.2,13873.3333333333,14480.85,13983.4615384615,2023-07-12,45.8502097308228,10.8500496309581,296.128848818204,2023-07-05,2023-06-28,2023-07-05,2023-06-28,113.163600700907,148.880706629716
"CDCRA6",2023-07-12,30,7,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Riva del Garda",,"CDC-trap","M",2023-07-27,10.862481,45.882249,5,"Italy",2023-07-12,45.8836989246189,10.8628775732163,0.533383723859914,0.162115715104067,-0.476109628910987,-0.162115715104067,0.564358778333298,0.192095530476765,-0.488587728168038,-0.192095530476765,0.0983035235172479,0.0750996748852476,0.0701607212869399,0.0750996748852476,2023-07-11,45.8836989246189,10.8628775732163,15392,14611,45.8836989246189,10.8628775732163,13959.0769230769,13639.8571428571,14098.7647058824,13708.8,14387.2,13873.3333333333,14480.85,13983.4615384615,2023-07-12,45.8502097308228,10.8500496309581,296.128848818204,2023-07-05,2023-06-28,2023-07-05,2023-06-28,113.163600700907,148.880706629716
"PO-BG-3",2023-07-12,30,7,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Trento",,"BG-Sentinel","F",2023-07-27,11.160635,46.083488,6,"Italy",2023-07-12,46.0813282871252,11.1593216169757,0.549135802469136,0.165088207985144,-0.497732155645739,-0.165088207985144,0.563053774623051,0.160425346238723,-0.506829988313107,-0.160425346238723,0.0890011007702268,0.0733312609893209,0.056057413809858,0.0733312609893209,2023-07-11,46.0813282871252,11.1593216169757,15478,14393,46.0813282871252,11.1593216169757,13864.7,13597.4,14128.3529411765,13689.7647058824,14459.4615384615,13841.5,14602.1764705882,13926.75,2023-07-12,46.0502106456792,11.1500510032426,335.6423767136,2023-07-05,2023-06-28,2023-07-05,2023-06-28,69.9550467554946,160.650019590976
"RA-CDC-1",2023-07-12,30,7,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Arco",,"CDC-trap","F",2023-07-27,10.891121,45.905765,6,"Italy",2023-07-12,45.9061568067219,10.8898270317399,0.585046728971963,0.176348187966014,-0.508561263064265,-0.176348187966014,0.66195457242822,0.228048584090269,-0.558489367924601,-0.228048584090269,0.0535118419457812,0.0598190472994689,0.0365974092986834,0.0598190472994689,2023-07-11,45.9061568067219,10.8898270317399,15401,14466,45.9061568067219,10.8898270317399,13949.5333333333,13627.6,14124.5,13660.2857142857,14472.0714285714,13864.1538461538,14602.3888888889,13919.6923076923,2023-07-12,45.950210188251,10.8500496309581,311.742134655993,2023-07-05,2023-06-28,2023-07-05,2023-06-28,148.704825797584,170.111455982609
