station_id,dt_placement,week,month,year,country_code,nuts0_code,nuts0_name,nuts1_code,nuts1_name,nuts2_code,nuts2_name,nuts3_code,nuts3_name,lau1_municipality,lau2_settlement,trap_type,sex,x,y,culex.spp,culex.pipiens,region,dt_placement_original,indices_image_date,indices_lat,indices_lon,ndvi,ndmi,ndwi,ndbi,ndvi_mean,ndmi_mean,ndwi_mean,ndbi_mean,ndvi_std,ndmi_std,ndwi_std,ndbi_std,lst_image_date,lst_lat,lst_lon,lst_day,lst_night,monthly_lst_lat,monthly_lst_lon,lst_jan_day_mean,lst_jan_night_mean,lst_feb_day_mean,lst_feb_night_mean,lst_mar_day_mean,lst_mar_night_mean,lst_apr_day_mean,lst_apr_night_mean,indices_image_date,indices_lat,indices_lon,acc_rainfall_jan,dt_placement_minus_7,dt_placement_minus_14,dt_placement_minus_7_avail,dt_placement_minus_14_avail,acc_rainfall_1week,acc_rainfall_2week
PE-BG-4,2023-09-18,40,9,2023,,,Italy,,,,Trentino-Alto Adige,,Trentino,Pergine,,BG-Sentinel,-,11.24094,46.06638,0,0,Italy,2023-10-03,2023-09-18,46.06785355786339,11.240169992546496,0.3020386266094421,0.05590602566891451,-0.28650940895838856,-0.05590602566891451,0.3999017708929201,0.0910692543553698,-0.3587083404529809,-0.0910692543553698,0.11516894089580193,0.06788863630972336,0.08983845102202516,0.06788863630972336,2023-09-18,46.06785355786338,11.240169992546496,14624.0,14565.0,46.06785355786338,11.240169992546496,13857.53846153846,13503.181818181818,14079.333333333336,13632.4375,14452.611111111111,13776.444444444443,14627.75,13915.2,2023-09-18,46.05021064567919,11.250051460670813,1492.3811579617568,2023-09-11,2023-09-04,2023-09-11,2023-09-04,28.454517211770533,28.454517211770533
288,2023-10-02,42,10,2023,,,Italy,,,,Trentino-Alto Adige,,Trentino,Riva del Garda,,BG-Sentinel,-,10.844454,45.890818,0,0,Italy,2023-10-17,2023-10-02,45.89268207746006,10.84491126753387,0.2526645768025079,0.0045248868778280426,-0.2409937888198757,-0.0045248868778280426,0.282033009647136,0.008908071551784153,-0.26558607748177043,-0.008908071551784153,0.0411073687175474,0.02749249854624651,0.032788993174305565,0.02749249854624651,2023-10-02,45.89268207746006,10.84491126753387,14639.0,14541.0,45.89268207746006,10.84491126753387,13956.9375,13681.133333333333,14094.764705882351,13749.533333333333,14374.588235294117,13869.470588235294,14496.789473684208,13993.333333333336,2023-10-02,45.850209730822826,10.850049630958074,1311.489464246367,2023-09-25,2023-09-18,2023-09-25,2023-09-18,0.06081927567720413,7.408662667512544
315,2023-10-02,42,10,2023,,,Italy,,,,Trentino-Alto Adige,,Trentino,Arco,,BG-Sentinel,-,10.864102,45.919723,0,0,Italy,2023-10-17,2023-10-02,45.91963153598365,10.862877573216265,0.4090772467688609,0.0380868024800709,-0.3715623171445289,-0.0380868024800709,0.4775583101280529,0.09157952367481492,-0.4287849957653067,-0.09157952367481492,0.11586055828212033,0.0788683320860112,0.09019912555580216,0.0788683320860112,2023-10-02,45.91963153598365,10.86287757321626,14705.0,14473.0,45.91963153598365,10.86287757321626,14031.0,13681.214285714286,14184.933333333332,13783.5625,14491.928571428569,13889.533333333333,14590.066666666668,13990.0,2023-10-02,45.950210188251006,10.850049630958074,1603.9993748414013,2023-09-25,2023-09-18,2023-09-25,2023-09-18,0.08069312572479248,12.622565016310546
351,2023-10-02,42,10,2023,,,Italy,,,,Trentino-Alto Adige,,Trentino,Riva del Garda,,BG-Sentinel,-,10.855636,45.894986,0,0,Italy,2023-10-17,2023-10-02,45.89717365388066,10.853894420375068,0.25855161787365183,0.0007351139426611675,-0.2504592774035518,-0.0007351139426611675,0.41733451324744414,0.08026668206354785,-0.3625013869183676,-0.08026668206354785,0.1342523964786382,0.06536726498624215,0.10013897064822454,0.06536726498624215,2023-10-02,45.89717365388066,10.853894420375068,14726.0,14492.0,45.89717365388066,10.853894420375068,13979.1875,13633.866666666667,14145.5,13660.875,14467.588235294117,13854.222222222224,14609.157894736842,13973.53846153846,2023-10-02,45.850209730822826,10.850049630958074,1311.489464246367,2023-09-25,2023-09-18,2023-09-25,2023-09-18,0.06081927567720413,7.408662667512544
CDCRA5,2023-10-02,42,10,2023,,,Italy,,,,Trentino-Alto Adige,,Trentino,Arco,,CDC-trap,-,10.892337,45.915607,0,0,Italy,2023-10-17,2023-10-02,45.915139959563035,10.894318608160448,0.4963652224483862,0.1514880286417543,-0.4227260160353885,-0.1514880286417543,0.5346498249476255,0.16536127984947954,-0.4378852888333104,-0.16536127984947954,0.10824460130179216,0.05220363210104657,0.08251155521539366,0.05220363210104657,2023-10-02,45.915139959563035,10.894318608160448,14665.0,14480.0,45.91513995956304,10.894318608160448,13956.2,13615.571428571431,14144.5625,13694.571428571431,14536.928571428569,13863.75,14653.388888888889,13963.928571428569,2023-10-02,45.950210188251006,10.850049630958074,1603.9993748414013,2023-09-25,2023-09-18,2023-09-25,2023-09-18,0.08069312572479248,12.622565016310546
CDCRA6,2023-10-02,42,10,2023,,,Italy,,,,Trentino-Alto Adige,,Trentino,Riva del Garda,,CDC-trap,F,10.862481,45.882249,1,1,Italy,2023-10-17,2023-10-02,45.88369892461886,10.862877573216265,0.4695997555759242,0.14035087719298245,-0.41014365288771626,-0.14035087719298245,0.5081039228515691,0.1874535856425021,-0.42486343775245866,-0.1874535856425021,0.09499330885479307,0.08625362767442292,0.0710192911325224,0.08625362767442292,2023-10-02,45.88369892461886,10.86287757321626,14722.0,14508.0,45.88369892461886,10.86287757321626,13948.8125,13629.277777777776,14098.764705882351,13708.8,14397.5625,13835.117647058823,14502.380952380952,13979.5,2023-10-02,45.850209730822826,10.850049630958074,1311.489464246367,2023-09-25,2023-09-18,2023-09-25,2023-09-18,0.06081927567720413,7.408662667512544
PO-BG-3,2023-10-02,42,10,2023,,,Italy,,,,Trentino-Alto Adige,,Trentino,Trento,,BG-Sentinel,-,11.160635,46.083488,0,0,Italy,2023-10-17,2023-10-02,46.08132828712517,11.15932161697573,0.5544662309368192,0.1706316652994257,-0.4787564766839377,-0.1706316652994257,0.5747931111006539,0.17785443471153914,-0.4816164658315194,-0.17785443471153914,0.05204935101747195,0.04495606599571413,0.02854988208387219,0.04495606599571413,2023-10-02,46.08132828712517,11.15932161697573,14676.0,14443.0,46.08132828712517,11.15932161697573,13874.833333333336,13537.0,14128.35294117647,13689.764705882351,14463.642857142857,13838.692307692307,14607.388888888889,13932.384615384617,2023-10-02,46.05021064567919,11.150051003242629,1408.3928413581418,2023-09-25,2023-09-18,2023-09-25,2023-09-18,0.7683614492416382,20.388421890325844
RA-CDC-1,2023-10-02,42,10,2023,,,Italy,,,,Trentino-Alto Adige,,Trentino,Arco,,CDC-trap,F,10.891121,45.905765,2,2,Italy,2023-10-17,2023-10-02,45.906156806721846,10.88982703173985,0.4617414248021108,0.17872340425531918,-0.35405027932960903,-0.17872340425531918,0.5595162466113925,0.1922428188572988,-0.4544906977288058,-0.1922428188572988,0.0438984864670795,0.031516755235725835,0.03930755185714075,0.031516755235725835,2023-10-02,45.906156806721846,10.88982703173985,14682.0,14474.0,45.906156806721846,10.88982703173985,13931.722222222224,13601.785714285714,14124.5,13660.285714285714,14487.4,13826.933333333332,14622.684210526317,13916.642857142857,2023-10-02,45.950210188251006,10.850049630958074,1603.9993748414013,2023-09-25,2023-09-18,2023-09-25,2023-09-18,0.08069312572479248,12.622565016310546
ST-BG-3,2023-10-02,42,10,2023,,,Italy,,,,Trentino-Alto Adige,,Trentino,Castel Ivano,,BG-Sentinel,-,11.525146,46.066722,0,0,Italy,2023-10-17,2023-10-02,46.06785355786339,11.523139307044168,0.6069844789356984,0.20066266307724165,-0.5146290491118076,-0.20066266307724165,0.5822550309873832,0.1777898096199971,-0.4987392198523579,-0.1777898096199971,0.08862940356194565,0.0598640463889472,0.06860800751946868,0.0598640463889472,2023-10-02,46.06785355786338,11.523139307044168,14723.0,14394.0,46.06785355786338,11.523139307044168,13890.0,13521.916666666664,14084.411764705883,13627.0,14399.153846153846,13803.636363636364,14612.363636363636,13900.272727272728,2023-10-02,46.05021064567919,11.550052832955368,1719.674327101033,2023-09-25,2023-09-18,2023-09-25,2023-09-18,0.8337378390133381,43.2864878754127
ST-BG-4,2023-10-02,42,10,2023,,,Italy,,,,Trentino-Alto Adige,,Trentino,Telve,,BG-Sentinel,-,11.48068,46.068981,0,0,Italy,2023-10-17,2023-10-02,46.06785355786339,11.482715119258788,0.3315363881401618,0.03174603174603178,-0.3086092715231788,-0.03174603174603178,0.497100202772753,0.0950930818592231,-0.4335341961704925,-0.0950930818592231,0.07758165379803855,0.04360127367296028,0.05672340148126625,0.04360127367296028,2023-10-02,46.06785355786338,11.482715119258788,14524.0,14408.0,46.06785355786338,11.482715119258788,13836.7,13499.0,14123.46153846154,13580.0,14415.642857142857,13798.545454545454,14647.272727272728,13886.583333333336,2023-10-02,46.05021064567919,11.450052375527182,1507.1039530870835,2023-09-25,2023-09-18,2023-09-25,2023-09-18,0.8325065970420837,40.67219772477124
TN-BG-9,2023-10-02,42,10,2023,,,Italy,,,,Trentino-Alto Adige,,Trentino,Trento,,BG-Sentinel,F,11.091284,46.110328,2,2,Italy,2023-10-17,2023-10-02,46.108277745648756,11.091947970666759,0.06704843712717731,-0.04219318911972584,-0.07062485037107971,0.04219318911972584,0.225445946467062,0.0379406216876447,-0.20236692127300115,-0.0379406216876447,0.1550654277023366,0.08497912777165176,0.1091561600928555,0.08497912777165176,2023-10-02,46.108277745648756,11.091947970666759,14665.0,14495.0,46.108277745648756,11.091947970666759,13833.733333333335,13560.083333333336,14056.722222222224,13703.266666666665,14329.785714285714,13867.083333333336,14529.1875,13958.071428571431,2023-10-02,46.15021110310738,11.050050545814443,1577.6673564210996,2023-09-25,2023-09-18,2023-09-25,2023-09-18,3.9486190933856236,20.13031533126543
PE-BG-4,2023-10-02,42,10,2023,,,Italy,,,,Trentino-Alto Adige,,Trentino,Pergine,,BG-Sentinel,-,11.24094,46.06638,0,0,Italy,2023-10-17,2023-10-02,46.06785355786339,11.240169992546496,0.2738816738816739,0.04300567107750471,-0.2582668187001141,-0.04300567107750471,0.3843535699859386,0.09071376267990296,-0.3344135830366013,-0.09071376267990296,0.11469043050305287,0.06080100077155265,0.09156388624376097,0.06080100077155265,2023-10-02,46.06785355786338,11.240169992546496,14615.0,14406.0,46.06785355786338,11.240169992546496,13857.53846153846,13503.181818181818,14079.333333333336,13632.4375,14452.611111111111,13776.444444444443,14627.75,13915.2,2023-10-02,46.05021064567919,11.250051460670813,1522.153684036889,2023-09-25,2023-09-18,2023-09-25,2023-09-18,0.15691376850008965,29.77252607513219
