"station_id","dt_placement","week","month","year","country_code","nuts0_code","nuts0_name","nuts1_code","nuts1_name","nuts2_code","nuts2_name","nuts3_code","nuts3_name","lau1_municipality","lau2_settlement","trap_type","sex","x","y","culex spp.","culex.pipiens","dt_placement_original","region","indices_image_date","indices_lat","indices_lon","ndvi","ndmi","ndwi","ndbi","ndvi_mean","ndmi_mean","ndwi_mean","ndbi_mean","ndvi_std","ndmi_std","ndwi_std","ndbi_std","lst_image_date","lst_lat","lst_lon","lst_day","lst_night","monthly_lst_lat","monthly_lst_lon","lst_jan_day_mean","lst_jan_night_mean","lst_feb_day_mean","lst_feb_night_mean","lst_mar_day_mean","lst_mar_night_mean","lst_apr_day_mean","lst_apr_night_mean","indices_image_date","indices_lat","indices_lon","acc_rainfall_jan","dt_placement_minus_7","dt_placement_minus_14","dt_placement_minus_7_avail","dt_placement_minus_14_avail","acc_rainfall_1week","acc_rainfall_2week"
"TN-BG-9",2023-05-30,24,5,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Trento",,"BG-Sentinel","F",11.091284,46.110328,4,4,2023-06-14,"Trentino",2023-05-28,46.1082777456488,11.0919479706668,0.0802888700084962,-0.0447032306536439,-0.0907141325327043,0.0447032306536439,0.157304463913451,0.292690740835724,-0.0863544307028177,-0.292690740835724,0.0620584557078291,0.0504065195846654,0.0477937476435115,0.0504065195846654,2023-05-30,46.1082777456488,11.0919479706668,14888,14235,46.1082777456488,11.0919479706668,13827.8333333333,13575.1,14056.7222222222,13703.2666666667,14322.0769230769,13926.7,14518.6666666667,13960.5384615385,2023-05-30,46.1502111031074,11.0500505458144,324.203877665248,2023-05-23,2023-05-16,2023-05-23,2023-05-16,3.38950054574525,7.13952860381687
"TN-BG-9",2023-05-30,24,5,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Trento",,"BG-Sentinel","M",11.091284,46.110328,1,1,2023-06-14,"Trentino",2023-05-28,46.1082777456488,11.0919479706668,0.0802888700084962,-0.0447032306536439,-0.0907141325327043,0.0447032306536439,0.157304463913451,0.292690740835724,-0.0863544307028177,-0.292690740835724,0.0620584557078291,0.0504065195846654,0.0477937476435115,0.0504065195846654,2023-05-30,46.1082777456488,11.0919479706668,14888,14235,46.1082777456488,11.0919479706668,13827.8333333333,13575.1,14056.7222222222,13703.2666666667,14322.0769230769,13926.7,14518.6666666667,13960.5384615385,2023-05-30,46.1502111031074,11.0500505458144,324.203877665248,2023-05-23,2023-05-16,2023-05-23,2023-05-16,3.38950054574525,7.13952860381687
"PE-BG-4",2023-05-30,24,5,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Pergine",,"BG-Sentinel",,11.24094,46.06638,0,0,2023-06-14,"Trentino",2023-05-28,46.0678535578634,11.2401699925465,0.322632423756019,0.0735157267820584,-0.307936507936508,-0.0735157267820584,0.396716459600888,0.109745686500852,-0.355128791109238,-0.109745686500852,0.0746176755113541,0.0463222295152309,0.0580427020117717,0.0463222295152309,2023-05-30,46.0678535578634,11.2401699925465,15070,13352,46.0678535578634,11.2401699925465,13848.8181818182,13543.625,14079.3333333333,13632.4375,14450.5294117647,13783.75,14625.7333333333,13912.0714285714,2023-05-30,46.0502106456792,11.2500514606708,179.549525418377,2023-05-23,2023-05-16,2023-05-23,2023-05-16,0.997763425344601,2.75983212923165
288,2023-06-12,26,6,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Riva del Garda",,"BG-Sentinel",,10.844454,45.890818,0,0,2023-06-27,"Trentino",2023-06-12,45.8926820774601,10.8449112675339,0.279045643153527,0.0114848236259229,-0.272117616713954,-0.0114848236259229,0.217550633455744,0.226257031617969,-0.126843303356913,-0.226257031617969,0.0178432790830071,0.041890249156317,0.00843977698856972,0.041890249156317,2023-06-12,45.8926820774601,10.8449112675339,15185,14474,45.8926820774601,10.8449112675339,13964.3076923077,13699.4545454545,14094.7647058824,13749.5333333333,14371.6875,13912.5333333333,14474.8888888889,13992.8181818182,2023-06-12,45.8502097308228,10.8500496309581,144.78879558605,2023-06-05,2023-05-29,2023-06-05,2023-05-29,0.630103064933792,4.62196435430087
315,2023-06-12,26,6,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Arco",,"BG-Sentinel","F",10.864102,45.919723,1,1,2023-06-27,"Trentino",2023-06-12,45.9196315359837,10.8628775732163,0.355946398659967,0.277317554240631,-0.236822001527884,-0.277317554240631,0.402608418289309,0.260566560464016,-0.300413994374351,-0.260566560464016,0.08817357406832,0.0863244585649803,0.0738202899389508,0.0863244585649803,2023-06-12,45.9196315359837,10.8628775732163,15128,,45.9196315359837,10.8628775732163,14027.0909090909,13679.3636363636,14184.9333333333,13783.5625,14486.1538461538,13933.6153846154,14564.4285714286,13985.1666666667,2023-06-12,45.950210188251,10.8500496309581,140.0424290999,2023-06-05,2023-05-29,2023-06-05,2023-05-29,1.08597479201853,1.4087860943182
351,2023-06-12,26,6,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Riva del Garda",,"BG-Sentinel","M",10.855636,45.894986,1,1,2023-06-27,"Trentino",2023-06-12,45.8971736538807,10.8538944203751,0.285714285714286,0.0246542393265183,-0.27863931965983,-0.0246542393265183,0.252075441283147,0.224297452860583,-0.164553415273876,-0.224297452860583,0.0637140324010639,0.0525345234532591,0.0463977956773346,0.0525345234532591,2023-06-12,45.8971736538807,10.8538944203751,15348,14449,45.8971736538807,10.8538944203751,13981.7142857143,13651.8181818182,14145.5,13660.875,14458.125,13892.625,14586.2777777778,13973.1666666667,2023-06-12,45.8502097308228,10.8500496309581,144.78879558605,2023-06-05,2023-05-29,2023-06-05,2023-05-29,0.630103064933792,4.62196435430087
351,2023-06-12,26,6,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Riva del Garda",,"BG-Sentinel","F",10.855636,45.894986,3,3,2023-06-27,"Trentino",2023-06-12,45.8971736538807,10.8538944203751,0.285714285714286,0.0246542393265183,-0.27863931965983,-0.0246542393265183,0.252075441283147,0.224297452860583,-0.164553415273876,-0.224297452860583,0.0637140324010639,0.0525345234532591,0.0463977956773346,0.0525345234532591,2023-06-12,45.8971736538807,10.8538944203751,15348,14449,45.8971736538807,10.8538944203751,13981.7142857143,13651.8181818182,14145.5,13660.875,14458.125,13892.625,14586.2777777778,13973.1666666667,2023-06-12,45.8502097308228,10.8500496309581,144.78879558605,2023-06-05,2023-05-29,2023-06-05,2023-05-29,0.630103064933792,4.62196435430087
"CDCRA5",2023-06-12,26,6,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Arco",,"CDC-trap","F",10.892337,45.915607,2,2,2023-06-27,"Trentino",2023-06-12,45.915139959563,10.8943186081605,0.478218306412139,0.15201220675186,-0.417175035194744,-0.15201220675186,0.555614532542218,0.173963079401231,-0.467560706113394,-0.173963079401231,0.0852551230333625,0.053962196635013,0.0538601716163068,0.053962196635013,2023-06-12,45.915139959563,10.8943186081605,15262,14426,45.915139959563,10.8943186081605,13978.1666666667,13632.5,14144.5625,13694.5714285714,14524.6923076923,13903.6428571429,14632.6470588235,13970.6923076923,2023-06-12,45.950210188251,10.8500496309581,140.0424290999,2023-06-05,2023-05-29,2023-06-05,2023-05-29,1.08597479201853,1.4087860943182
"CDCRA6",2023-06-12,26,6,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Riva del Garda",,"CDC-trap","F",10.862481,45.882249,1,1,2023-06-27,"Trentino",2023-06-12,45.8836989246189,10.8628775732163,0.463727249423225,0.115452236764993,-0.410921670373116,-0.115452236764993,0.525199834456448,0.188776444593196,-0.443754380709122,-0.188776444593196,0.0988803338862928,0.0845563512880805,0.068012673145723,0.0845563512880805,2023-06-12,45.8836989246189,10.8628775732163,15182,14405,45.8836989246189,10.8628775732163,13959.0769230769,13639.8571428571,14098.7647058824,13708.8,14387.2,13873.3333333333,14480.85,13983.4615384615,2023-06-12,45.8502097308228,10.8500496309581,144.78879558605,2023-06-05,2023-05-29,2023-06-05,2023-05-29,0.630103064933792,4.62196435430087
"PO-BG-3",2023-06-12,26,6,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Trento",,"BG-Sentinel","M",11.160635,46.083488,1,1,2023-06-27,"Trentino",2023-06-12,46.0813282871252,11.1593216169757,0.576259162922677,0.192913385826772,-0.507803664329337,-0.192913385826772,0.605970715094065,0.211404552558618,-0.522939760499637,-0.211404552558618,0.0804881844842857,0.0678739258504969,0.0513174811672189,0.0678739258504969,2023-06-12,46.0813282871252,11.1593216169757,15211,14369,46.0813282871252,11.1593216169757,13864.7,13597.4,14128.3529411765,13689.7647058824,14459.4615384615,13841.5,14602.1764705882,13926.75,2023-06-12,46.0502106456792,11.1500510032426,171.708131654945,2023-06-05,2023-05-29,2023-06-05,2023-05-29,0.859865920530865,1.43873431524844
"PO-BG-3",2023-06-12,26,6,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Trento",,"BG-Sentinel","F",11.160635,46.083488,1,1,2023-06-27,"Trentino",2023-06-12,46.0813282871252,11.1593216169757,0.576259162922677,0.192913385826772,-0.507803664329337,-0.192913385826772,0.605970715094065,0.211404552558618,-0.522939760499637,-0.211404552558618,0.0804881844842857,0.0678739258504969,0.0513174811672189,0.0678739258504969,2023-06-12,46.0813282871252,11.1593216169757,15211,14369,46.0813282871252,11.1593216169757,13864.7,13597.4,14128.3529411765,13689.7647058824,14459.4615384615,13841.5,14602.1764705882,13926.75,2023-06-12,46.0502106456792,11.1500510032426,171.708131654945,2023-06-05,2023-05-29,2023-06-05,2023-05-29,0.859865920530865,1.43873431524844
"RA-CDC-1",2023-06-12,26,6,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Arco",,"CDC-trap",,10.891121,45.905765,0,0,2023-06-27,"Trentino",2023-06-12,45.9061568067219,10.8898270317399,0.500732779677577,0.113245153107447,-0.432167832167832,-0.113245153107447,0.528317032777081,0.219624293260094,-0.444186114961567,-0.219624293260094,0.0256712836014728,0.049003775566389,0.0304827718297392,0.049003775566389,2023-06-12,45.9061568067219,10.8898270317399,15204,14407,45.9061568067219,10.8898270317399,13949.5333333333,13627.6,14124.5,13660.2857142857,14472.0714285714,13864.1538461538,14602.3888888889,13919.6923076923,2023-06-12,45.950210188251,10.8500496309581,140.0424290999,2023-06-05,2023-05-29,2023-06-05,2023-05-29,1.08597479201853,1.4087860943182
"ST-BG-3",2023-06-12,26,6,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Castel Ivano",,"BG-Sentinel","M",11.525146,46.066722,2,2,2023-06-27,"Trentino",2023-06-12,46.0678535578634,11.5231393070442,0.6165548098434,0.24500344589938,-0.52222456288182,-0.24500344589938,0.572532938073651,0.222490204984486,-0.487485720949724,-0.222490204984486,0.0675549013273468,0.0614875784639221,0.0471093379305312,0.0614875784639221,2023-06-12,46.0678535578634,11.5231393070442,15012,,46.0678535578634,11.5231393070442,13877.625,13517.4,14084.4117647059,13627,14396.5454545455,13829.8888888889,14612.3636363636,13900.2727272727,2023-06-12,46.0502106456792,11.5500528329554,176.004595243256,2023-06-05,2023-05-29,2023-06-05,2023-05-29,0.486248477129266,12.4343297199812
"ST-BG-3",2023-06-12,26,6,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Castel Ivano",,"BG-Sentinel","F",11.525146,46.066722,3,3,2023-06-27,"Trentino",2023-06-12,46.0678535578634,11.5231393070442,0.6165548098434,0.24500344589938,-0.52222456288182,-0.24500344589938,0.572532938073651,0.222490204984486,-0.487485720949724,-0.222490204984486,0.0675549013273468,0.0614875784639221,0.0471093379305312,0.0614875784639221,2023-06-12,46.0678535578634,11.5231393070442,15012,,46.0678535578634,11.5231393070442,13877.625,13517.4,14084.4117647059,13627,14396.5454545455,13829.8888888889,14612.3636363636,13900.2727272727,2023-06-12,46.0502106456792,11.5500528329554,176.004595243256,2023-06-05,2023-05-29,2023-06-05,2023-05-29,0.486248477129266,12.4343297199812
"ST-BG-4",2023-06-12,26,6,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Telve",,"BG-Sentinel",,11.48068,46.068981,0,0,2023-06-27,"Trentino",2023-06-12,46.0678535578634,11.4827151192588,0.348082595870207,0.0629967047877496,-0.319220591772913,-0.0629967047877496,0.541181275492693,0.186964449818201,-0.46354870771581,-0.186964449818201,0.0879458522605581,0.0642408395657255,0.0645159279714227,0.0642408395657255,2023-06-12,46.0678535578634,11.4827151192588,15122,,46.0678535578634,11.4827151192588,13796.5,13495.3636363636,14123.4615384615,13580,14413.2307692308,13826.2222222222,14647.2727272727,13899.4545454545,2023-06-12,46.0502106456792,11.4500523755272,164.898165917984,2023-06-05,2023-05-29,2023-06-05,2023-05-29,0.745559160131961,5.57022321503609
"TN-BG-9",2023-06-12,26,6,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Trento",,"BG-Sentinel","M",11.091284,46.110328,3,3,2023-06-27,"Trentino",2023-06-12,46.1082777456488,11.0919479706668,0.0796238244514107,-0.0486187845303867,-0.0880370682392587,0.0486187845303867,0.260510904957489,0.0599996349602574,-0.247131459921995,-0.0599996349602574,0.179343043192759,0.0986991306468794,0.137483290817498,0.0986991306468794,2023-06-12,46.1082777456488,11.0919479706668,14998,13279,46.1082777456488,11.0919479706668,13827.8333333333,13575.1,14056.7222222222,13703.2666666667,14322.0769230769,13926.7,14518.6666666667,13960.5384615385,2023-06-12,46.1502111031074,11.0500505458144,336.551163003525,2023-06-05,2023-05-29,2023-06-05,2023-05-29,1.95375233658706,12.3472853382773
"TN-BG-9",2023-06-12,26,6,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Trento",,"BG-Sentinel","F",11.091284,46.110328,11,11,2023-06-27,"Trentino",2023-06-12,46.1082777456488,11.0919479706668,0.0796238244514107,-0.0486187845303867,-0.0880370682392587,0.0486187845303867,0.260510904957489,0.0599996349602574,-0.247131459921995,-0.0599996349602574,0.179343043192759,0.0986991306468794,0.137483290817498,0.0986991306468794,2023-06-12,46.1082777456488,11.0919479706668,14998,13279,46.1082777456488,11.0919479706668,13827.8333333333,13575.1,14056.7222222222,13703.2666666667,14322.0769230769,13926.7,14518.6666666667,13960.5384615385,2023-06-12,46.1502111031074,11.0500505458144,336.551163003525,2023-06-05,2023-05-29,2023-06-05,2023-05-29,1.95375233658706,12.3472853382773
"PE-BG-4",2023-06-12,26,6,2023,,,"Italy",,,,"Trentino-Alto Adige",,"Trentino","Pergine",,"BG-Sentinel","F",11.24094,46.06638,2,2,2023-06-27,"Trentino",2023-06-12,46.0678535578634,11.2401699925465,0.316138192143871,0.0689986546223333,-0.306860902255639,-0.0689986546223333,0.418056069508078,0.114887791077268,-0.374559488187032,-0.114887791077268,0.101809305383088,0.0608284591345872,0.0776598161461239,0.0608284591345872,2023-06-12,46.0678535578634,11.2401699925465,15186,14214,46.0678535578634,11.2401699925465,13848.8181818182,13543.625,14079.3333333333,13632.4375,14450.5294117647,13783.75,14625.7333333333,13912.0714285714,2023-06-12,46.0502106456792,11.2500514606708,182.198469499184,2023-06-05,2023-05-29,2023-06-05,2023-05-29,0.545336814131588,2.64894408080727
