station_id,x,y,dt_placement,week,month,year,country_code,nuts0_code,nuts0_name,nuts1_code,nuts1_name,nuts2_code,nuts2_name,nuts3_code,nuts3_name,lau1_municipality,lau2_settlement,trap_type,anopheles zacharovi,anopheles maculipenis,anopheles_total,region,dt_placement_original,indices_image_date,indices_lat,indices_lon,ndvi,ndmi,ndwi,ndbi,ndvi_mean,ndmi_mean,ndwi_mean,ndbi_mean,ndvi_std,ndmi_std,ndwi_std,ndbi_std,lst_image_date,lst_lat,lst_lon,lst_day,lst_night,monthly_lst_lat,monthly_lst_lon,lst_jan_day_mean,lst_jan_night_mean,lst_feb_day_mean,lst_feb_night_mean,lst_mar_day_mean,lst_mar_night_mean,lst_apr_day_mean,lst_apr_night_mean,indices_image_date.1,indices_lat.1,indices_lon.1,acc_rainfall_jan,dt_placement_minus_7,dt_placement_minus_14,dt_placement_minus_7_avail,dt_placement_minus_14_avail,acc_rainfall_1week,acc_rainfall_2week,anopheles maculipennis s.l.,anopheles claviger s.l.,anopheles plumbeus,anopheles hyrcanus s.l.,dt_placement_original(+15_days)
193,11.002498,45.234771,2010-05-09,21.0,5,2010,IT,0.0,Italia,1,Nord-Est,2,Veneto,3,Verona,Erbe,,CDC-CO2,,,304.0,Italy,2010-05-24,2010-04-29,45.2369119200528,11.0021164422548,0.383785358211414,0.0613788587028278,-0.269075144073618,-0.0613788587028278,0.335615563147401,0.0728762987053315,-0.2763465366022,-0.0728762987053315,0.108733115586084,0.0933501718384668,0.0204826231954192,0.0933501718384668,2010-05-09,45.2369119200528,11.0021164422548,14723.0,14223.0,45.2369119200528,11.0021164422548,13933.5,13499.0,14046.2,13632.5833333333,14330.4615384615,13780.4444444444,14943.875,14104.4444444444,2010-05-09,45.2502069862537,11.0500505458144,720.742705113922,2010-05-02,2010-04-25,2010-05-02,2010-04-25,160.481758754087,173.001122821441,,,,,
185,11.531392,45.62609,2010-05-16,22.0,5,2010,IT,0.0,Italia,1,Nord-Est,2,Veneto,3,Vicenza,Dueville,,CDC-CO2,,,21.0,Italy,2010-05-31,2010-04-29,45.6276790686448,11.5321224598854,0.409470822110834,0.084912846677259,-0.321811310648819,-0.084912846677259,0.443241289084306,0.154729094486662,-0.27695227385061,-0.154729094486662,0.070432129322304,0.0938692415357335,0.0495916268656823,0.0938692415357335,2010-05-16,45.6276790686448,11.5321224598854,14558.0,14177.0,45.6276790686448,11.5321224598854,13888.0,13381.5714285714,14065.2222222222,13586.6666666667,14347.6363636364,13749.3076923077,14894.7333333333,14061.3333333333,2010-05-16,45.6502088159665,11.5500528329554,839.95156098911,2010-05-09,2010-05-02,2010-05-09,2010-05-02,24.1153463942464,269.624460500234,,,,,
186,11.535037,45.737123,2010-05-16,22.0,5,2010,IT,0.0,Italia,1,Nord-Est,2,Veneto,3,Vicenza,Zugliano,,CDC-CO2,,,12.0,Italy,2010-05-31,2010-04-29,45.7354769027391,11.536614036306,0.618878856927628,0.364246910032672,-0.193764314915294,-0.364246910032672,0.54815649319929,0.279513162890369,-0.23745134775865,-0.279513162890369,0.0946572083703227,0.0860321083425809,0.0260009749023829,0.0860321083425809,2010-05-16,45.7354769027391,11.536614036306,15057.0,14101.0,45.7354769027391,11.536614036306,13844.5,13473.6,14106.7142857143,13627.8888888889,14442.5555555556,13781.6666666667,14745.5882352941,14010.6428571429,2010-05-16,45.7502092733946,11.5500528329554,819.804405436085,2010-05-09,2010-05-02,2010-05-09,2010-05-02,11.7008125258726,256.185068212935,,,,,
191,11.230156,45.32942,2010-05-16,22.0,5,2010,IT,0.0,Italia,1,Nord-Est,2,Veneto,3,Verona,Ronco all'Adige,,CDC-CO2,,,165.0,Italy,2010-05-31,2010-04-29,45.3312350248853,11.2311868397053,0.628086411580536,0.392035805718468,-0.20982033804589,-0.392035805718468,0.329736608971938,0.110815017932804,-0.229691431725277,-0.110815017932804,0.154454423068042,0.133050494158782,0.0333277055180469,0.133050494158782,2010-05-16,45.3312350248853,11.2311868397053,14699.0,14257.0,45.3312350248853,11.2311868397053,13863.6,13534.25,14096.5714285714,13663.25,14366.1538461538,13825.4117647059,14867.6875,14108.625,2010-05-16,45.3502074436819,11.2500514606708,824.71555463117,2010-05-09,2010-05-02,2010-05-09,2010-05-02,105.483718329109,236.034529581666,,,,,
196,11.240252,45.376772,2010-05-16,22.0,5,2010,IT,0.0,Italia,1,Nord-Est,2,Veneto,3,Verona,Belfiore,,CDC-CO2,,,657.0,Italy,2010-05-31,2010-04-29,45.3761507890913,11.2401699925465,0.523034117983233,0.259060575377712,-0.247779138673407,-0.259060575377712,0.386839199738675,0.14180919737754,-0.241111708814128,-0.14180919737754,0.103504427216959,0.0709224296970237,0.0357239039703605,0.0709224296970237,2010-05-16,45.3761507890913,11.2401699925465,14765.0,14161.0,45.3761507890913,11.2401699925465,13853.0,13524.4,14078.5,13627.6666666667,14422.7857142857,13711.375,14881.5,14054.7333333333,2010-05-16,45.3502074436819,11.2500514606708,824.71555463117,2010-05-09,2010-05-02,2010-05-09,2010-05-02,105.483718329109,236.034529581666,,,,,
198,12.797359,45.826409,2010-05-16,22.0,5,2010,IT,0.0,Italia,1,Nord-Est,2,Veneto,3,Venezia,Cinto Caomaggiore,,CDC-CO2,,,34.0,Italy,2010-05-31,2010-04-29,45.8253084311511,12.798747010494,0.396469660491958,0.164852085340977,-0.174738508263994,-0.164852085340977,0.398513798144774,0.162789921684305,-0.183201775488883,-0.162789921684305,0.0524634372111291,0.103608657979438,0.123253291206363,0.103608657979438,2010-05-16,45.8253084311511,12.798747010494,14980.0,14250.0,45.8253084311511,12.798747010494,13861.8888888889,13510.5,13952.1428571429,13634.4,14350.8,13793.3076923077,14875.4210526316,14084.0,2010-05-16,45.8502097308228,12.7500583220936,954.363148128979,2010-05-09,2010-05-02,2010-05-09,2010-05-02,87.0042489749193,304.023169184527,,,,,
6,12.139038,45.361249,2010-05-23,23.0,5,2010,IT,0.0,Italia,1,Nord-Est,2,Veneto,3,Venezia,Campagna Lupia,,CDC-CO2,,,445.0,Italy,2010-06-07,2010-04-29,45.3626760598295,12.1384852766661,0.631517356961023,0.344998593331494,-0.213329742780562,-0.344998593331494,0.398570022137748,0.129521652058767,-0.249341519480142,-0.129521652058767,0.139688289709225,0.128480088479034,0.0365612732997291,0.128480088479034,2010-05-23,45.3626760598295,12.1384852766661,15083.0,14271.0,45.3626760598295,12.1384852766661,13873.6,13547.6,13896.875,13650.4,14226.0,13804.5454545455,14776.6111111111,14140.625,2010-05-23,45.3502074436819,12.1500555775245,900.684164754622,2010-05-16,2010-05-09,2010-05-16,2010-05-09,1.7500366087188,75.8903120778169,,,,,
162,11.455028,44.963914,2010-05-23,23.0,5,2010,IT,0.0,Italia,1,Nord-Est,2,Veneto,3,Rovigo,Ficarolo,,CDC-CO2,,,1708.0,Italy,2010-06-07,2010-04-29,44.9629257583963,11.4557656607352,0.269266976599434,0.0301679485059622,-0.26956765072491,-0.0301679485059622,0.329573100102148,0.105040331210356,-0.248757548502452,-0.105040331210356,0.147299631154656,0.119627295018447,0.0191375386687209,0.119627295018447,2010-05-23,44.9629257583963,11.4557656607352,15218.0,14163.0,44.9629257583963,11.4557656607352,13801.5,13538.0,14009.8181818182,13622.3333333333,14345.2666666667,13723.75,14778.4761904762,14062.5555555556,2010-05-23,44.9502056139692,11.4500523755272,922.886368643462,2010-05-16,2010-05-09,2010-05-16,2010-05-09,1.08369128177378,107.940566940536,,,,,
163,11.348855,45.051382,2010-05-23,23.0,5,2010,IT,0.0,Italia,1,Nord-Est,2,Veneto,3,Rovigo,Castelnovo Bariano,,CDC-CO2,,,2280.0,Italy,2010-06-07,2010-04-29,45.0527572868082,11.3479678266408,0.233469825925268,0.0148336061576914,-0.219806686416778,-0.0148336061576914,0.244639475909301,0.0253274111803967,-0.219405815707895,-0.0253274111803967,0.119159845675357,0.107514508025786,0.0288212832903747,0.107514508025786,2010-05-23,45.0527572868082,11.3479678266408,15222.0,14202.0,45.0527572868082,11.3479678266408,13716.3333333333,13478.0,14064.3636363636,13655.0,14417.4545454545,13751.0,14957.0,14051.3333333333,2010-05-23,45.0502060713973,11.350051918099,904.253915575565,2010-05-16,2010-05-09,2010-05-16,2010-05-09,5.3217611508444,136.686140149059,,,,,
195,10.842836,45.26645,2010-05-23,23.0,5,2010,IT,0.0,Italia,1,Nord-Est,2,Veneto,3,Verona,Nogarole Rocca,,CDC-CO2,,,2142.0,Italy,2010-06-07,2010-04-29,45.2683529549969,10.8449112675339,0.159675225156725,-0.086580688619498,-0.283344121228895,0.086580688619498,0.237070003311085,0.0277556016181186,-0.232727507699883,-0.0277556016181186,0.123098255598282,0.177171225635413,0.0866838567721912,0.177171225635413,2010-05-23,45.2683529549969,10.8449112675339,15299.0,14201.0,45.2683529549969,10.8449112675339,13926.5,13497.6666666667,14101.9,13717.2857142857,14313.9285714286,13795.625,14946.4615384615,14071.1176470588,2010-05-23,45.2502069862537,10.8500496309581,729.82857522875,2010-05-16,2010-05-09,2010-05-16,2010-05-09,0.0,66.5558651869651,,,,,
1,12.877089,45.606292,2010-05-30,24.0,5,2010,IT,0.0,Italia,1,Nord-Est,2,Veneto,3,Venezia,Caorle,,CDC-CO2,,,1255.0,Italy,2010-06-14,2010-04-29,45.6052211865418,12.8751038096442,0.385413560630944,0.168600488500376,-0.216246389410902,-0.168600488500376,0.373513096729303,0.157331534558308,-0.212463903521883,-0.157331534558308,0.178835791184934,0.173466271321824,0.0369192129119235,0.173466271321824,2010-05-30,45.6052211865418,12.8751038096442,15059.0,14558.0,45.6052211865418,12.8751038096442,13844.5,13604.75,14025.8571428571,13694.4,14217.375,13758.4,14655.2941176471,14087.5,2010-05-30,45.6502088159665,12.8500587795218,1015.31833900465,2010-05-23,2010-05-16,2010-05-23,2010-05-16,84.584592722822,85.8451541096981,,,,,
183,11.55367,45.498955,2010-05-30,24.0,5,2010,IT,0.0,Italia,1,Nord-Est,2,Veneto,3,Vicenza,Arcugnano,,CDC-CO2,,,258.0,Italy,2010-06-14,2010-04-29,45.4974233524474,11.5545803419884,0.399584335315241,0.0893808542467236,-0.287578323414395,-0.0893808542467236,0.361208609294341,0.0572865820813261,-0.299598543706243,-0.0572865820813261,0.121370149644688,0.0926763296219454,0.0199737563085459,0.0926763296219454,2010-05-30,45.4974233524474,11.5545803419884,15186.0,14363.0,45.4974233524474,11.5545803419884,13909.5,13517.7777777778,13939.1111111111,13636.375,14338.0909090909,13745.2142857143,14831.6875,14075.8571428571,2010-05-30,45.4502079011101,11.5500528329554,885.536303230649,2010-05-23,2010-05-16,2010-05-23,2010-05-16,62.0977044665779,64.4390857831168,,,,,
184,11.585081,45.519406,2010-05-30,24.0,5,2010,IT,0.0,Italia,1,Nord-Est,2,Veneto,3,Vicenza,Vicenza,,CDC-CO2,,,451.0,Italy,2010-06-14,2010-04-29,45.5198812345504,11.5860213769325,0.34823499705045,0.0598323445643221,-0.309285634754929,-0.0598323445643221,0.376449192204557,0.145278891906301,-0.221773643893947,-0.145278891906301,0.0991432182123527,0.105920370877703,0.0708164476291949,0.105920370877703,2010-05-30,45.5198812345504,11.5860213769325,15378.0,14570.0,45.5198812345504,11.5860213769325,13919.7142857143,13505.25,13986.0,13666.2857142857,14295.0,13770.2,14849.5,14117.0,2010-05-30,45.5502083585383,11.5500528329554,896.742930157741,2010-05-23,2010-05-16,2010-05-23,2010-05-16,52.3911492447369,53.4921849138825,,,,,
185,11.531392,45.62609,2010-05-30,24.0,5,2010,IT,0.0,Italia,1,Nord-Est,2,Veneto,3,Vicenza,Dueville,,CDC-CO2,,,76.0,Italy,2010-06-14,2010-04-29,45.6276790686448,11.5321224598854,0.409470822110834,0.084912846677259,-0.321811310648819,-0.084912846677259,0.443241289084306,0.154729094486662,-0.27695227385061,-0.154729094486662,0.070432129322304,0.0938692415357335,0.0495916268656823,0.0938692415357335,2010-05-30,45.6276790686448,11.5321224598854,15397.0,14572.0,45.6276790686448,11.5321224598854,13888.0,13381.5714285714,14065.2222222222,13586.6666666667,14347.6363636364,13749.3076923077,14894.7333333333,14061.3333333333,2010-05-30,45.6502088159665,11.5500528329554,878.140510933671,2010-05-23,2010-05-16,2010-05-23,2010-05-16,33.626655403059,38.1889499445613,,,,,
198,12.797359,45.826409,2010-05-30,24.0,5,2010,IT,0.0,Italia,1,Nord-Est,2,Veneto,3,Venezia,Cinto Caomaggiore,,CDC-CO2,,,331.0,Italy,2010-06-14,2010-04-29,45.8253084311511,12.798747010494,0.396469660491958,0.164852085340977,-0.174738508263994,-0.164852085340977,0.398513798144774,0.162789921684305,-0.183201775488883,-0.162789921684305,0.0524634372111291,0.103608657979438,0.123253291206363,0.103608657979438,2010-05-30,45.8253084311511,12.798747010494,15101.0,14489.0,45.8253084311511,12.798747010494,13861.8888888889,13510.5,13952.1428571429,13634.4,14350.8,13793.3076923077,14875.4210526316,14084.0,2010-05-30,45.8502097308228,12.7500583220936,971.975404980376,2010-05-23,2010-05-16,2010-05-23,2010-05-16,17.1733119311975,17.6122568513965,,,,,
15,11.729831,45.098999,2010-06-06,25.0,6,2010,IT,0.0,Italia,1,Nord-Est,2,Veneto,3,Padova,Vescovana,,CDC-CO2,,,702.0,Italy,2010-06-21,2010-05-31,45.0976730510142,11.7297518223917,0.438170341053193,0.300085263965588,-0.053571755788387,-0.300085263965588,0.358787247757646,0.127660706025503,-0.219093510471998,-0.127660706025503,0.0601316747052184,0.0962617469116525,0.0900035208504161,0.0962617469116525,2010-06-06,45.0976730510142,11.7297518223917,15300.0,14598.0,45.0976730510142,11.7297518223917,13792.0,13567.6,13996.8,13693.8333333333,14362.4,13776.8,14728.6,14064.75,2010-06-06,45.0502060713973,11.7500537478117,968.034547805637,2010-05-30,2010-05-23,2010-05-30,2010-05-23,7.56637481774669,62.487135584368,,,,,
163,11.348855,45.051382,2010-06-06,25.0,6,2010,IT,0.0,Italia,1,Nord-Est,2,Veneto,3,Rovigo,Castelnovo Bariano,,CDC-CO2,,,1601.0,Italy,2010-06-21,2010-05-31,45.0527572868082,11.3479678266408,0.522477019052256,0.218696113952134,-0.242283523083633,-0.218696113952134,0.504436697484104,0.235990649168537,-0.2121915255547,-0.235990649168537,0.0410559756871531,0.0511088161851857,0.0176759023598126,0.0511088161851857,2010-06-06,45.0527572868082,11.3479678266408,15203.0,14622.0,45.0527572868082,11.3479678266408,13716.3333333333,13478.0,14064.3636363636,13655.0,14417.4545454545,13751.0,14957.0,14051.3333333333,2010-06-06,45.0502060713973,11.350051918099,924.811883738238,2010-05-30,2010-05-23,2010-05-30,2010-05-23,3.06150636458551,20.5579681626732,,,,,
165,11.210249,45.157135,2010-06-06,25.0,6,2010,IT,0.0,Italia,1,Nord-Est,2,Veneto,3,Verona,Casaleone,,CDC-CO2,,,795.0,Italy,2010-06-21,2010-05-31,45.156063544482,11.2087289576023,0.441448116513233,0.186348166066813,-0.25323365350713,-0.186348166066813,0.429707418752353,0.175844934503382,-0.255639306867985,-0.175844934503382,0.0756983570214597,0.0648444893165617,0.0238362094425449,0.0648444893165617,2010-06-06,45.156063544482,11.2087289576023,15353.0,14651.0,45.156063544482,11.2087289576023,13779.75,13580.0,13989.2727272727,13638.25,14386.7272727273,13760.2941176471,14766.625,14104.0,2010-06-06,45.1502065288255,11.2500514606708,849.780241554161,2010-05-30,2010-05-23,2010-05-30,2010-05-23,3.52438600883885,22.6606726090989,,,,,
177,12.234191,45.990505,2010-06-06,25.0,6,2010,IT,0.0,Italia,1,Nord-Est,2,Veneto,3,Treviso,Revine Lago,,CDC-CO2,,,67.0,Italy,2010-06-21,2010-05-31,45.9914967587132,12.2328083814987,,,,,,,,,,,,,2010-06-06,45.9914967587132,12.2328083814987,14833.0,14565.0,45.9914967587132,12.2328083814987,13815.7272727273,13372.5,13888.3846153846,13487.0,14214.7692307692,13680.6666666667,14706.7692307692,14076.1818181818,2010-06-06,45.950210188251,12.2500560349527,920.409886637274,2010-05-30,2010-05-23,2010-05-30,2010-05-23,2.43017458007671,15.4447040308733,,,,,
193,11.002498,45.234771,2010-06-06,25.0,6,2010,IT,0.0,Italia,1,Nord-Est,2,Veneto,3,Verona,Erbe,,CDC-CO2,,,651.0,Italy,2010-06-21,2010-05-31,45.2369119200528,11.0021164422548,0.566040926921718,0.313929330030796,-0.238065150367196,-0.313929330030796,0.546643223832109,0.291715744033527,-0.246478625506052,-0.291715744033527,0.130174103572173,0.120875715264336,0.0957912456094432,0.120875715264336,2010-06-06,45.2369119200528,11.0021164422548,15303.0,14542.0,45.2369119200528,11.0021164422548,13933.5,13499.0,14046.2,13632.5833333333,14330.4615384615,13780.4444444444,14943.875,14104.4444444444,2010-06-06,45.2502069862537,11.0500505458144,849.456093459082,2010-05-30,2010-05-23,2010-05-30,2010-05-23,29.4936200412479,66.1058994833868,,,,,
194,10.702677,45.373542,2010-06-06,25.0,6,2010,IT,0.0,Italia,1,Nord-Ovest,2,Lombardia,3,Mantova,Valeggio sul mincio,,CDC-CO2,,,40.0,Italy,2010-06-21,2010-05-31,45.3716592126707,10.7011808220747,0.415019013750559,0.072898632647933,-0.365510806113803,-0.072898632647933,0.464718590445851,0.144897142334499,-0.336683231453236,-0.144897142334499,0.0748459069191089,0.0593443415243412,0.022345393207152,0.0593443415243412,2010-06-06,45.3716592126707,10.7011808220747,15172.0,14498.0,45.3716592126707,10.7011808220747,13930.2,13523.8,14113.0,13651.0,14334.0769230769,13785.7222222222,14853.9285714286,14067.6111111111,2010-06-06,45.3502074436819,10.7500491735299,816.301499591443,2010-05-30,2010-05-23,2010-05-30,2010-05-23,17.8175470523428,64.4425775319695,,,,,
195,10.842836,45.26645,2010-06-06,25.0,6,2010,IT,0.0,Italia,1,Nord-Est,2,Veneto,3,Verona,Nogarole Rocca,,CDC-CO2,,,1142.0,Italy,2010-06-21,2010-05-31,45.2683529549969,10.8449112675339,0.340762372113225,0.0781888971915308,-0.282142556609592,-0.0781888971915308,0.348666756710414,0.0819919388169736,-0.285124575011179,-0.0819919388169736,0.116470389557824,0.101043156698243,0.0185349683369026,0.101043156698243,2010-06-06,45.2683529549969,10.8449112675339,15217.0,14549.0,45.2683529549969,10.8449112675339,13926.5,13497.6666666667,14101.9,13717.2857142857,14313.9285714286,13795.625,14946.4615384615,14071.1176470588,2010-06-06,45.2502069862537,10.8500496309581,781.068450699465,2010-05-30,2010-05-23,2010-05-30,2010-05-23,10.7372282447365,51.2398754707144,,,,,
