"station_id","y","x","dt_placement","culex.spp","region","dt_placement_original","year","month","indices_image_date","indices_lat","indices_lon","ndvi","ndmi","ndwi","ndbi","ndvi_mean","ndmi_mean","ndwi_mean","ndbi_mean","ndvi_std","ndmi_std","ndwi_std","ndbi_std","lst_image_date","lst_lat","lst_lon","lst_day","lst_night","monthly_lst_lat","monthly_lst_lon","lst_jan_day_mean","lst_jan_night_mean","lst_feb_day_mean","lst_feb_night_mean","lst_mar_day_mean","lst_mar_night_mean","lst_apr_day_mean","lst_apr_night_mean","indices_image_date","indices_lat","indices_lon","acc_rainfall_jan","dt_placement_minus_7","dt_placement_minus_14","dt_placement_minus_7_avail","dt_placement_minus_14_avail","acc_rainfall_1week","acc_rainfall_2week"
"Perlez",45.215019,20.372052,2023-04-30,204,"Serbia",2023-05-15,2023,4,2023-04-29,45.2144540379498,20.3715448556222,0.539135879774577,0.235486303091229,-0.424101969872538,-0.235486303091229,0.572514678752975,0.234871423266123,-0.464331061111486,-0.234871423266123,0.0642877375030078,0.0819459329586073,0.050971650568007,0.0819459329586073,2023-04-30,45.2144540379498,20.3715448556222,14526,14212,45.2144540379498,20.3715448556222,14085.5,13776.25,14005.2307692308,13588.0714285714,14421.2666666667,13830,14605.5,14016.8181818182,2023-04-30,45.2502069862537,20.3500930866356,73.9998611482297,2023-04-23,2023-04-16,2023-04-23,2023-04-16,0.647478137165308,0.946239116135985
"Perlez",45.215243,20.385334,2023-04-30,194,"Serbia",2023-05-15,2023,4,2023-04-29,45.2144540379498,20.385019584884,0.521376714170476,0.133186461045464,-0.454498714652956,-0.133186461045464,0.515426141379001,0.182283485418081,-0.425734412687683,-0.182283485418081,0.0312599864381195,0.0978613265442946,0.0379809635716093,0.0978613265442946,2023-04-30,45.2144540379498,20.385019584884,14570,14163,45.2144540379498,20.385019584884,14078.625,13759.75,13992.3076923077,13573.2,14412.8,13809,14599.75,14001.4545454545,2023-04-30,45.2502069862537,20.3500930866356,73.9998611482297,2023-04-23,2023-04-16,2023-04-23,2023-04-16,0.647478137165308,0.946239116135985
"Ecka",45.311432,20.447702,2023-04-30,139,"Serbia",2023-05-15,2023,4,2023-04-29,45.3132687192029,20.4479016547724,0.506086015688396,0.121676067687349,-0.449622494142151,-0.121676067687349,0.494907275556203,0.131606282253498,-0.43531835560827,-0.131606282253498,0.0442391446617342,0.0561131001607034,0.042307911650585,0.0561131001607034,2023-04-30,45.3132687192029,20.4479016547724,14885,14112,45.3132687192029,20.4479016547724,14082.8888888889,13757.6,13991.8,13521.5333333333,14408.7857142857,13755.2727272727,14646.25,13977.5384615385,2023-04-30,45.3502074436819,20.4500935440638,113.250094116112,2023-04-23,2023-04-16,2023-04-23,2023-04-16,0.762009424623102,0.884619822259992
"Ecka",45.311079,20.423453,2023-04-30,52,"Serbia",2023-05-15,2023,4,2023-04-29,45.3132687192029,20.4254437726694,0.396165095872603,-0.00922509225092252,-0.359063587472319,0.00922509225092252,0.492079832956056,0.115387528652457,-0.43113063483205,-0.115387528652457,0.0835486449202584,0.0916016290748338,0.0625072022679134,0.0916016290748338,2023-04-30,45.3132687192029,20.4254437726694,14876,14091,45.3132687192029,20.4254437726694,14076.6666666667,13744,13967.2857142857,13509.1428571429,14330.5625,13758.0909090909,14732,14003.6666666667,2023-04-30,45.3502074436819,20.4500935440638,113.250094116112,2023-04-23,2023-04-16,2023-04-23,2023-04-16,0.762009424623102,0.884619822259992
"Zrenjanin",45.359569,20.39108,2023-04-30,89,"Serbia",2023-05-15,2023,4,2023-04-29,45.3581844834089,20.3895111613046,0.363791146424518,0.00733598826241879,-0.356477561388654,-0.00733598826241879,0.456792657055687,0.10449048926165,-0.406053499546309,-0.10449048926165,0.0716572828528834,0.0632401024836204,0.0575729637961668,0.0632401024836204,2023-04-30,45.3581844834089,20.3895111613046,14875,14130,45.3581844834089,20.3895111613046,14128.4444444444,13794,14042.3571428571,13539.1538461538,14408.1666666667,13819.7777777778,14726.3333333333,14070.3,2023-04-30,45.3502074436819,20.3500930866356,84.5927069702593,2023-04-23,2023-04-16,2023-04-23,2023-04-16,1.02790983795421,1.15108869713731
"Zrenjanin",45.386306,20.413639,2023-04-30,75,"Serbia",2023-05-15,2023,4,2023-04-29,45.3851339419325,20.4119690434076,0.343233398711124,0.0369889682024659,-0.328345802161264,-0.0369889682024659,0.347227993198205,0.016586293183882,-0.335065065527093,-0.016586293183882,0.0703817784428082,0.0516698786494305,0.0571019912041241,0.0516698786494305,2023-04-30,45.3851339419325,20.4119690434076,14913,14124,45.3851339419325,20.4119690434076,14090.6666666667,13737.6666666667,14016.4285714286,13489.4166666667,14433,13803.7777777778,14701.6,14065,2023-04-30,45.3502074436819,20.4500935440638,113.250094116112,2023-04-23,2023-04-16,2023-04-23,2023-04-16,0.762009424623102,0.884619822259992
"Melenci",45.528139,20.304444,2023-04-30,170,"Serbia",2023-05-15,2023,4,2023-04-29,45.5288643873916,20.3041712093133,0.596246280613413,0.296523517382413,-0.49368173056329,-0.296523517382413,0.398363678068698,0.390728633757534,-0.356859755437307,-0.390728633757534,0.230376465860446,0.180061699875979,0.181677420294955,0.180061699875979,2023-04-30,45.5288643873916,20.3041712093133,14656,13877,45.5288643873916,20.3041712093133,14006.8,13559.4,13926.7333333333,13483.2142857143,14285.625,13754.2727272727,14664.5555555556,13807.7857142857,2023-04-30,45.5502083585383,20.3500930866356,77.883128970243,2023-04-23,2023-04-16,2023-04-23,2023-04-16,3.60862826812081,3.8904035713058
"Melenci",45.511735,20.305917,2023-04-30,4,"Serbia",2023-05-15,2023,4,2023-04-29,45.5108980817092,20.3041712093133,0.170283192350129,0.470425138632163,-0.16599486991572,-0.470425138632163,0.399849704041719,0.293126011175033,-0.337876364465878,-0.293126011175033,0.14803216872641,0.139580878399805,0.116395467975982,0.139580878399805,2023-04-30,45.5108980817092,20.3041712093133,14632,13930,45.5108980817092,20.3041712093133,14014.7272727273,13378.4,13941.4666666667,13475.3333333333,14291.6875,13758.7272727273,14692.4444444444,13927.6666666667,2023-04-30,45.5502083585383,20.3500930866356,77.883128970243,2023-04-23,2023-04-16,2023-04-23,2023-04-16,3.60862826812081,3.8904035713058
"Novi Becej",45.597078,20.141144,2023-04-30,209,"Serbia",2023-05-15,2023,4,2023-04-29,45.5962380337006,20.1424744581717,0.344202898550725,0.0516298845920226,-0.327709611451943,-0.0516298845920226,0.346183008964622,0.039086288855605,-0.333411964643738,-0.039086288855605,0.0352933000477488,0.0274282976357452,0.026601803180501,0.0274282976357452,2023-04-30,45.5962380337006,20.1424744581717,14700,14206,45.5962380337006,20.1424744581717,14053.5,13708.2,14008.2,13504.6923076923,14330.875,13836.5454545455,14679.9,14073.6,2023-04-30,45.5502083585383,20.1500921717793,76.3731977172174,2023-04-23,2023-04-16,2023-04-23,2023-04-16,5.38709801272489,7.98020696383901
"Novi Becej",45.581111,20.143699,2023-04-30,280,"Serbia",2023-05-15,2023,4,2023-04-29,45.5827633044388,20.1424744581717,0.492151431209603,0.225480283114257,-0.404403244495944,-0.225480283114257,0.502103083111868,0.213849631267509,-0.430440497479332,-0.213849631267509,0.0629153420471915,0.0808413248423817,0.0447752910288369,0.0808413248423817,2023-04-30,45.5827633044388,20.1424744581717,14736,14170,45.5827633044388,20.1424744581717,14051.1,13632,13994.2,13475,14346.9333333333,13776.3,14589,13947.5,2023-04-30,45.5502083585383,20.1500921717793,76.3731977172174,2023-04-23,2023-04-16,2023-04-23,2023-04-16,5.38709801272489,7.98020696383901
"Becej",45.612937,20.022146,2023-04-30,29,"Serbia",2023-05-15,2023,4,2023-04-29,45.614204339383,20.0212018948156,0.460633946830266,0.112105877773453,-0.414006434050978,-0.112105877773453,0.43740107045146,0.0970495564260058,-0.398812022341902,-0.0970495564260058,0.0431584321370074,0.0523139736362189,0.033353984583367,0.0523139736362189,2023-04-30,45.614204339383,20.0212018948156,14851,14131,45.614204339383,20.0212018948156,14027.2727272727,13866.6666666667,14047.2857142857,13467.9090909091,14526.4166666667,13757.8181818182,14820.5454545455,13966.2,2023-04-30,45.6502088159665,20.0500917143511,83.9833665543665,2023-04-23,2023-04-16,2023-04-23,2023-04-16,4.19660669192672,5.74269045516849
"Backa Topola",45.827403,19.631602,2023-04-30,1,"Serbia",2023-05-15,2023,4,2023-04-29,45.8253084311511,19.6304347462236,0.316306483300589,0.166028541594152,-0.239822353811991,-0.166028541594152,0.168031482381662,0.324821424127032,-0.120079560466147,-0.324821424127032,0.0238249856575767,0.0100328836858825,0.0235265489055348,0.0100328836858825,2023-04-30,45.8253084311511,19.6304347462236,14701,14058,45.8253084311511,19.6304347462236,13954,13764.5714285714,13983.125,13486.2666666667,14260.4,13806.1818181818,14618,13894,2023-04-30,45.8502097308228,19.6500898846384,96.5210347303218,2023-04-23,2023-04-16,2023-04-23,2023-04-16,4.21002096869051,5.26934520341456
"Backa Topola",45.859583,19.634,2023-04-30,7,"Serbia",2023-05-15,2023,4,2023-04-29,45.8612410425159,19.6349263226442,0.334848976940565,0.189580318379161,-0.280373831775701,-0.189580318379161,0.288669616835283,0.143137849989517,-0.245152748858867,-0.143137849989517,0.0599463802659802,0.0877890384385982,0.0485211628801415,0.0877890384385982,2023-04-30,45.8612410425159,19.6349263226442,14638,14053,45.8612410425159,19.6349263226442,13931.7142857143,13701.6666666667,14008,13468.5333333333,14285.5333333333,13814.0769230769,14593,13906.7,2023-04-30,45.8502097308228,19.6500898846384,96.5210347303218,2023-04-23,2023-04-16,2023-04-23,2023-04-16,4.21002096869051,5.26934520341456
"Mali Idjos",45.709719,19.653719,2023-04-30,39,"Serbia",2023-05-15,2023,4,2023-04-29,45.7085274442155,19.6528926283265,0.441077441077441,0.126711126711127,-0.409749670619236,-0.126711126711127,0.438752300296399,0.131051342058488,-0.411974973148436,-0.131051342058488,0.0466314407604098,0.0573728566508539,0.034040255463023,0.0573728566508539,2023-04-30,45.7085274442155,19.6528926283265,14678,14042,45.7085274442155,19.6528926283265,13992.2222222222,13759,14007.7857142857,13459.3333333333,14466.6666666667,13710.9,14716.2727272727,13931.2222222222,2023-04-30,45.7502092733946,19.6500898846384,125.1058722458,2023-04-23,2023-04-16,2023-04-23,2023-04-16,4.18009743466973,4.40298596397042
"Mali Idjos",45.701111,19.679061,2023-04-30,6,"Serbia",2023-05-15,2023,4,2023-04-29,45.6995442913743,19.6798420868501,0.580772261623325,0.317137229152988,-0.49441271417929,-0.317137229152988,0.506767809641009,0.164360135198203,-0.450670109141985,-0.164360135198203,0.107068045124747,0.161900918849069,0.0748607921777538,0.161900918849069,2023-04-30,45.6995442913743,19.6798420868501,14613,14067,45.6995442913743,19.6798420868501,14021.2222222222,13772.8,14080.7142857143,13460.4166666667,14440.3846153846,13740.9090909091,14748.6666666667,13932.4444444444,2023-04-30,45.7502092733946,19.6500898846384,125.1058722458,2023-04-23,2023-04-16,2023-04-23,2023-04-16,4.18009743466973,4.40298596397042
"Lovcenac",45.67995,19.68145,2023-04-30,26,"Serbia",2023-05-15,2023,4,2023-04-29,45.681577985692,19.6798420868501,0.412273120138289,-0.00386100386100389,-0.400171379605827,0.00386100386100389,0.420260776045514,0.0389476311022574,-0.40812188673484,-0.0389476311022574,0.0761743089961596,0.0890198017758313,0.0541223594981285,0.0890198017758313,2023-04-30,45.681577985692,19.6798420868501,14751,14040,45.681577985692,19.6798420868501,14025.6666666667,13774.6,14095.8571428571,13451.3846153846,14453.2142857143,13735.5454545455,14759.3333333333,13923.5454545455,2023-04-30,45.6502088159665,19.6500898846384,111.467065201388,2023-04-23,2023-04-16,2023-04-23,2023-04-16,4.41213779262034,4.83874994626967
"Feketic",45.658136,19.709208,2023-04-30,8,"Serbia",2023-05-15,2023,4,2023-04-29,45.659120103589,19.7112831217943,0.427304090685067,0.0915944214097248,-0.405825242718447,-0.0915944214097248,0.489379279913471,0.158469451694752,-0.44952400362256,-0.158469451694752,0.0568117285913776,0.0708240162249178,0.0413072240427781,0.0708240162249178,2023-04-30,45.659120103589,19.7112831217943,14660,14042,45.659120103589,19.7112831217943,14040.1,13794.2,14063.8571428571,13470.8461538462,14425.0714285714,13722.6666666667,14609.6923076923,13936.3636363636,2023-04-30,45.6502088159665,19.7500903420665,103.052677167423,2023-04-23,2023-04-16,2023-04-23,2023-04-16,1.99511147290468,2.44750069826841
"Srbobran",45.53769,19.786532,2023-04-30,6,"Serbia",2023-05-15,2023,4,2023-04-29,45.5378475402328,19.7876399209445,0.417469879518072,0.131522000480885,-0.358152958152958,-0.131522000480885,0.405939293259509,0.0748033994760416,-0.354645293089539,-0.0748033994760416,0.122063941628843,0.136451955509076,0.0898622442060433,0.136451955509076,2023-04-30,45.5378475402328,19.7876399209445,15009,14127,45.5378475402328,19.7876399209445,14051.8,13674.75,14060.6666666667,13529.6363636364,14509.4285714286,13785,14806.6,13985.7272727273,2023-04-30,45.5502083585383,19.7500903420665,96.2642745265966,2023-04-23,2023-04-16,2023-04-23,2023-04-16,5.9874380431138,7.46933104610071
"Sirig",45.44494,19.816372,2023-04-30,120,"Serbia",2023-05-15,2023,4,2023-04-29,45.4435244354003,19.8145893794681,0.269005847953216,0.00866258187196286,-0.255985267034991,-0.00866258187196286,0.31007115807022,0.0240772066325139,-0.30286039671099,-0.0240772066325139,0.0555627030152741,0.0439386035060299,0.0468885096579099,0.0439386035060299,2023-04-30,45.4435244354003,19.8145893794681,15125,14115,45.4435244354003,19.8145893794681,14032.3333333333,13722.6666666667,14052.6428571429,13456.6,14567.5714285714,13742.5454545455,14855,13967.8888888889,2023-04-30,45.4502079011101,19.8500907994947,86.3016468374044,2023-04-23,2023-04-16,2023-04-23,2023-04-16,3.6235432382673,5.67094248626381
"Cenej",45.361843,19.843538,2023-04-30,94,"Serbia",2023-05-15,2023,4,2023-04-29,45.3626760598295,19.8415388379917,0.548964459217591,0.231801545343636,-0.490282902829028,-0.231801545343636,0.459218717342586,0.0787654089938941,-0.422304023025411,-0.0787654089938941,0.131976833091451,0.143515512544925,0.102491222376491,0.143515512544925,2023-04-30,45.3626760598295,19.8415388379917,14881,14074,45.3626760598295,19.8415388379917,14022.9,13721.3333333333,14106.3846153846,13455.4166666667,14577.1428571429,13741.2727272727,14914.75,13927.3636363636,2023-04-30,45.3502074436819,19.8500907994947,105.239128568865,2023-04-23,2023-04-16,2023-04-23,2023-04-16,7.02607019431889,7.92899828325608
"Inđija",45.056233,20.066667,2023-04-28,0,"Serbia",2023-05-13,2023,4,2023-04-26,45.0572488632288,20.0661176590216,0.51818916734034,0.193138500635324,-0.439448134900358,-0.193138500635324,0.496394780724332,0.15837046650659,-0.444147299566038,-0.15837046650659,0.0755969691510853,0.0628726269321445,0.0592826888914316,0.0628726269321445,2023-04-28,45.0572488632288,20.0661176590216,14782,13809,45.0572488632288,20.0661176590216,14085.5,13683.5,13983.3333333333,13483.1,14515.9090909091,13749.5,14771.5555555556,13933.1666666667,2023-04-28,45.0502060713973,20.0500917143511,85.7761773155835,2023-04-21,2023-04-14,2023-04-21,2023-04-14,5.04831952601671,6.41692858294118
"Stara Pazova",44.986667,20.15925,2023-04-28,5,"Serbia",2023-05-13,2023,4,2023-04-26,44.9853836404993,20.1604407638541,0.222863741339492,-0.0164847921987462,-0.233906204485872,0.0164847921987462,0.320563218501226,0.000716348238248787,-0.315567902195053,-0.000716348238248787,0.043147351782808,0.0134263878155479,0.0351865789258459,0.0134263878155479,2023-04-28,44.9853836404993,20.1604407638541,14878,13901,44.9853836404993,20.1604407638541,14127.8,13566.5,14036.6,13535.8181818182,14501.6666666667,13791.6666666667,14776.9090909091,14015.3333333333,2023-04-28,44.9502056139692,20.1500921717793,73.4964378866425,2023-04-21,2023-04-14,2023-04-21,2023-04-14,4.12813873030245,4.84723798255436
"Petrovaradin",45.2477,19.87835,2023-04-28,12,"Serbia",2023-05-13,2023,4,2023-04-26,45.2458950728939,19.8774714493565,0.262383243702236,-0.0335861321776815,-0.271742229826062,0.0335861321776815,0.374211507374614,0.0615384632999403,-0.346654094212231,-0.0615384632999403,0.102361826190823,0.0776005820495103,0.071120870642373,0.0776005820495103,2023-04-28,45.245895072894,19.8774714493565,14607,13958,45.245895072894,19.8774714493565,13992.6666666667,13546.75,13975.4375,13572.3076923077,14433.6,13790.2727272727,14601.3,14000.3333333333,2023-04-28,45.2502069862537,19.8500907994947,127.359612096378,2023-04-21,2023-04-14,2023-04-21,2023-04-14,2.64830289874226,4.06416222592816
"Bukovac",45.225067,19.886367,2023-04-28,0,"Serbia",2023-05-13,2023,4,2023-04-26,45.2234371907909,19.8864546021976,0.445911630269172,0.135167464114833,-0.411502231036192,-0.135167464114833,0.464186956191035,0.124416705251983,-0.415917590202,-0.124416705251983,0.0397662269319879,0.033887525869835,0.0295065800151784,0.033887525869835,2023-04-28,45.223437190791,19.8864546021976,14563,13869,45.223437190791,19.8864546021976,14032.8888888889,13480.875,13962.5882352941,13517.0769230769,14451.5454545455,13735.5454545455,14700,13940.9166666667,2023-04-28,45.2502069862537,19.8500907994947,127.359612096378,2023-04-21,2023-04-14,2023-04-21,2023-04-14,2.64830289874226,4.06416222592816
"Ruma",45.034486,19.819215,2023-04-28,2,"Serbia",2023-05-13,2023,4,2023-04-26,45.0347909811259,19.8190809558887,0.490654205607477,0.164942178940962,-0.419530284301607,-0.164942178940962,0.509746180505774,0.175984939783538,-0.433222702562762,-0.175984939783538,0.0921594855830292,0.0651028940123384,0.104789174381743,0.0651028940123384,2023-04-28,45.0347909811259,19.8190809558887,14718,13843,45.0347909811259,19.8190809558887,14040.4285714286,13743.3333333333,14036.1176470588,13487.6666666667,14495.5833333333,13759.3636363636,14693.8333333333,13967.8181818182,2023-04-28,45.0502060713973,19.8500907994947,138.302367161028,2023-04-21,2023-04-14,2023-04-21,2023-04-14,5.95766910910606,7.84802695270628
"Hrtkovci",44.87385,19.76125,2023-04-28,82,"Serbia",2023-05-13,2023,4,2023-04-26,44.8730942299843,19.7606904624209,0.448400412796698,0.123249299719888,-0.415175195361734,-0.123249299719888,0.439327384610672,0.136565856354517,-0.412316536412327,-0.136565856354517,0.0791756280512677,0.060311349534046,0.0570037353978591,0.060311349534046,2023-04-28,44.8730942299843,19.7606904624209,14674,13837,44.8730942299843,19.7606904624209,14010.5,13500.7777777778,14109.1333333333,13457.3333333333,14533.2727272727,13765.8,14778.7777777778,13894.3076923077,2023-04-28,44.850205156541,19.7500903420665,139.054685271156,2023-04-21,2023-04-14,2023-04-21,2023-04-14,10.3544568568468,13.1227079848759
"Sremska Mitrovica",44.974817,19.591767,2023-04-28,32,"Serbia",2023-05-13,2023,4,2023-04-26,44.9764004876581,19.5900105584382,,,,,,,,,,,,,2023-04-28,44.9764004876581,19.5900105584382,14730,13965,44.9764004876581,19.5900105584382,13908.5,13616,14130.9375,13572.6,14410.4166666667,13843.9,14707.0909090909,14035.7692307692,2023-04-28,44.9502056139692,19.5500894272102,113.847998803918,2023-04-21,2023-04-14,2023-04-21,2023-04-14,11.7726384475827,14.5365197625943
"Kuzmin",45.023233,19.408933,2023-04-28,319,"Serbia",2023-05-13,2023,4,2023-04-26,45.021316251864,19.4103475016143,,,,,,,,,,,,,2023-04-28,45.021316251864,19.4103475016143,14766,13874,45.021316251864,19.4103475016143,13884.5,13686.8,14108.1875,13492.5,14412.3846153846,13783.1,14779.6363636364,13993.1818181818,2023-04-28,45.0502060713973,19.450088969782,104.006202178723,2023-04-21,2023-04-14,2023-04-21,2023-04-14,6.24590960144997,13.1926161819138
"Batrovci",45.047225,19.106996,2023-04-28,190,"Serbia",2023-05-13,2023,4,2023-04-26,45.0482657103876,19.1049203050136,0.213515875327702,0.0428035043804756,-0.192329708070979,-0.0428035043804756,0.206447375915536,0.0184667694714538,-0.176879152010715,-0.0184667694714538,0.0187692758240064,0.0371866904719329,0.0163345604364452,0.0371866904719329,2023-04-28,45.0482657103876,19.1049203050136,14562,13930,45.0482657103876,19.1049203050136,14017.7142857143,13775.75,14045.75,13483.7142857143,14480.2857142857,13808,14615.7272727273,13988.8888888889,2023-04-28,45.0502060713973,19.1500875974974,101.625659321107,2023-04-21,2023-04-14,2023-04-21,2023-04-14,4.58337872941047,8.01225616491865
