"station_id","x","y","region","dt_placement","dt_placement_original","country_code","nuts0_code","nuts0_name","nuts1_code","nuts1_name","nuts2_code","nuts2_name","nuts3_code","nuts3_name","lau1_municipality","lau2_settlement","trap_type","no_pos_pools","culex spp.","year","month","indices_image_date","indices_lat","indices_lon","ndvi_new","ndmi_new","ndwi_new","ndbi_new","ndvi_mean_new","ndmi_mean_new","ndwi_mean_new","ndbi_mean_new","ndvi_std_new","ndmi_std_new","ndwi_std_new","ndbi_std_new","lst_image_date","lst_lat","lst_lon","lst_day_new","lst_night_new","monthly_lst_lat","monthly_lst_lon","lst_jan_day_mean_new","lst_jan_night_mean_new","lst_feb_day_mean_new","lst_feb_night_mean_new","lst_mar_day_mean_new","lst_mar_night_mean_new","lst_apr_day_mean_new","lst_apr_night_mean_new","indices_image_date","indices_lat","indices_lon","acc_rainfall_jan_new","dt_placement_minus_7","dt_placement_minus_14","dt_placement_minus_7_avail","dt_placement_minus_14_avail","acc_rainfall_1week_new","acc_rainfall_2week_new"
"STMTR04",25.675437,35.013056,"Greece",2023-03-05,2023-03-20,"EL",0,"Greece","EL4","AEGEAN ISLANDS, CRETE","EL43","CRETE","EL432","LASITHI","IERAPETRA","STOMIO","Triple Trap",,,2023,3,2023-03-04,35.0140839867717,25.6760966083485,0.351416807943812,0.206225680933852,-0.314178049929345,-0.206225680933852,0.185521071083065,0.256140735287514,-0.0777778268294048,-0.256140735287514,0.231324504219371,0.0743439428243842,0.3382484761743,0.0743439428243842,2023-03-05,35.0140839867717,25.6760966083485,14567,14155,35.0140839867717,25.6760966083485,14492,14135.8,14480.0714285714,14044.6428571429,14666.2857142857,14182.5,14906,14225.5,2023-03-05,35.0501603285788,25.6501173303295,32.2569246776402,2023-02-26,2023-02-19,2023-02-26,2023-02-19,0.648604011628777,8.36752412328497
"KVOTR02",24.399222,35.230306,"Greece",2023-03-05,2023-03-20,"EL",0,"Greece","EL4","AEGEAN ISLANDS, CRETE","EL43","CRETE","EL433","RETHYMNO","AGIOS VASILEIOS","KANEVOS","Ecodev",,,2023,3,2023-03-04,35.2296796549604,24.4004889048986,0.572862957937585,0.267439317734529,-0.478571428571429,-0.267439317734529,0.541616903079107,0.206708276950681,-0.450378490880052,-0.206708276950681,0.0464303989413404,0.0601079096951464,0.0326804025361476,0.0601079096951464,2023-03-05,35.2296796549604,24.4004889048986,14318,14036,35.2296796549604,24.4004889048986,14177.7,14009.5555555556,14248.25,13934,14396.0714285714,14018.7142857143,14566,14092.9090909091,2023-03-05,35.2501612434352,24.350111383763,51.1958945700263,2023-02-26,2023-02-19,2023-02-26,2023-02-19,1.95558911701664,22.7097450881265
"RMLTR01",24.700136,35.407511,"Greece",2023-03-05,2023-03-20,"EL",0,"Greece","EL4","AEGEAN ISLANDS, CRETE","EL43","CRETE","EL433","RETHYMNO","MYLOPOTAMOS","ROYMELI","Ecodev",,,2023,3,2023-03-04,35.4093427117843,24.7014245250787,0.678632478632479,0.370414673046252,-0.564050056882821,-0.370414673046252,0.622760113142875,0.344390455285018,-0.522995544807383,-0.344390455285018,0.0691278922063518,0.0567232933309935,0.0478364276312359,0.0567232933309935,2023-03-05,35.4093427117843,24.7014245250787,14508,14122,35.4093427117843,24.7014245250787,14370.6153846154,14055.2,14405,13974.2666666667,14613.8571428571,14147.6153846154,14741.1875,14164.0625,2023-03-05,35.4501621582916,24.7501132134758,62.1699421748053,2023-02-26,2023-02-19,2023-02-26,2023-02-19,2.37179930694401,2.37179930694401
"VICTR01",24.442917,35.362667,"Greece",2023-03-05,2023-03-20,"EL",0,"Greece","EL4","AEGEAN ISLANDS, CRETE","EL43","CRETE","EL433","RETHYMNO","RETHYMNO","VIOLI CHARAKI","Ecodev",,4,2023,3,2023-03-04,35.3644269475784,24.440913092684,0.334138680840783,0.154988496130517,-0.323585810162991,-0.154988496130517,0.277653853600802,0.118235202189489,-0.238039900352264,-0.118235202189489,0.12719086205242,0.0509122070244964,0.154371699027768,0.0509122070244964,2023-03-05,35.3644269475783,24.440913092684,14331,14254,35.3644269475783,24.440913092684,14331.5384615385,14151.1666666667,14398.8461538462,14113.75,14536,14215.4,14601.7692307692,14238.8666666667,2023-03-05,35.3501617008634,24.4501118411912,51.4665419532603,2023-02-26,2023-02-19,2023-02-26,2023-02-19,2.47850305249449,2.47850305249449
"PLSTR01",24.528194,35.367056,"Greece",2023-03-05,2023-03-20,"EL",0,"Greece","EL4","AEGEAN ISLANDS, CRETE","EL43","CRETE","EL433","RETHYMNO","RETHYMNO","PLATANIAS","Ecodev",,1,2023,3,2023-03-04,35.3689185239989,24.5262530446754,0.362461827578107,0.17242773398019,-0.343836886005561,-0.17242773398019,0.175214875740689,0.23684608253937,-0.0521097369071184,-0.23684608253937,0.280049237137223,0.10593891907144,0.427235450039732,0.10593891907144,2023-03-05,35.3689185239989,24.5262530446754,14562,14260,35.3689185239989,24.5262530446754,14408.3636363636,14198.6,14394.5,14143.8181818182,14576.0714285714,14248,14747.875,14291.6666666667,2023-03-05,35.3501617008634,24.5501122986194,123.08203220729,2023-02-26,2023-02-19,2023-02-26,2023-02-19,4.48184302808659,4.48184302808659
"RETTR02",24.473,35.364806,"Greece",2023-03-05,2023-03-20,"EL",0,"Greece","EL4","AEGEAN ISLANDS, CRETE","EL43","CRETE","EL433","RETHYMNO","RETHYMNO","RETHYMNO","Sentinel2",,4,2023,3,2023-03-04,35.3644269475784,24.4723541276282,0.177128116938951,0.0587780355761794,-0.209363957597173,-0.0587780355761794,0.160687344447003,0.0717693668348834,-0.147783003448504,-0.0717693668348834,0.12788018907405,0.051023932417347,0.193973228290769,0.051023932417347,2023-03-05,35.3644269475783,24.4723541276282,14300,14210,35.3644269475783,24.4723541276282,14334.9333333333,14182.1666666667,14370.4615384615,14107.6428571429,14548,14223.7857142857,14700,14247.8666666667,2023-03-05,35.3501617008634,24.4501118411912,51.4665419532603,2023-02-26,2023-02-19,2023-02-26,2023-02-19,2.47850305249449,2.47850305249449
"GRGTR03",24.257694,35.361639,"Greece",2023-03-05,2023-03-20,"EL",0,"Greece","EL4","AEGEAN ISLANDS, CRETE","EL43","CRETE","EL434","CHANIA","APOKORONOS","GEORGIOYPOLI","Ecodev",,2,2023,3,2023-03-04,35.3599353711578,24.2567584594395,0.526962457337884,0.233526330300524,-0.435815147625161,-0.233526330300524,0.464040197959086,0.214631002791922,-0.383678317208883,-0.214631002791922,0.175943066720857,0.0872683413383518,0.152492156392571,0.0872683413383518,2023-03-05,35.3599353711577,24.2567584594395,14524,14129,35.3599353711577,24.2567584594395,14358.2,14119.2857142857,14404.1538461538,14046.5384615385,14600.7692307692,14127.3529411765,14687.6666666667,14219.3333333333,2023-03-05,35.3501617008634,24.2501109263349,50.8258778644869,2023-02-26,2023-02-19,2023-02-26,2023-02-19,4.70137886423618,13.5563390264288
"SYDTR01",24.061167,35.491639,"Greece",2023-03-05,2023-03-20,"EL",0,"Greece","EL4","AEGEAN ISLANDS, CRETE","EL43","CRETE","EL434","CHANIA","CHANIA","SOYDA","Ecodev",,8,2023,3,2023-03-04,35.4901910873551,24.0591290969332,0.34878587196468,0.0942466980076114,-0.329706202393906,-0.0942466980076114,0.301709671509592,0.213756414887869,-0.231293479547506,-0.213756414887869,0.219175147186174,0.130015493386838,0.270649226249351,0.130015493386838,2023-03-05,35.4901910873551,24.0591290969332,14496,14050,35.4901910873551,24.0591290969332,14416.9285714286,14104.25,14375.3571428571,14053.0833333333,14557.9444444444,14146.625,14779.7647058824,14230.1428571429,2023-03-05,35.4501621582916,24.0501100114785,24.9991739918962,2023-02-26,2023-02-19,2023-02-26,2023-02-19,2.54649839620106,2.55009737366345
"CHATR01",24.035278,35.499861,"Greece",2023-03-05,2023-03-20,"EL",0,"Greece","EL4","AEGEAN ISLANDS, CRETE","EL43","CRETE","EL434","CHANIA","CHANIA","CHANIA","Ecodev",,,2023,3,2023-03-04,35.4991742401963,24.0366712148302,0.422462648119526,0.16130389064143,-0.388134741075918,-0.16130389064143,0.419446811437487,0.168257654739933,-0.378005650058311,-0.168257654739933,0.105014225053922,0.0754007084539657,0.0714284268136284,0.0754007084539657,2023-03-05,35.4991742401963,24.0366712148302,14515,14050,35.4991742401963,24.0366712148302,14441.2666666667,14095,14407.9285714286,14043,14623.2941176471,14184.2142857143,14834.2,14178.3636363636,2023-03-05,35.4501621582916,24.0501100114785,24.9991739918962,2023-02-26,2023-02-19,2023-02-26,2023-02-19,2.54649839620106,2.55009737366345
"CHATR02",24.002389,35.50825,"Greece",2023-03-05,2023-03-20,"EL",0,"Greece","EL4","AEGEAN ISLANDS, CRETE","EL43","CRETE","EL434","CHANIA","CHANIA","CHANIA","Ecodev",,,2023,3,2023-03-04,35.5081573930375,24.0007386034654,0.377208706786172,0.163062283737024,-0.361174386231334,-0.163062283737024,0.308330713167775,0.127519555889518,-0.280356689411078,-0.127519555889518,0.142267223053105,0.0831493568339811,0.137861069924836,0.0831493568339811,2023-03-05,35.5081573930375,24.0007386034654,14439,14251,35.5081573930375,24.0007386034654,14420.7857142857,14140.8125,14391.8461538462,14074.3846153846,14611.5,14215.4285714286,14739.9333333333,14225,2023-03-05,35.5501626157198,24.0501100114785,27.0256972742411,2023-02-26,2023-02-19,2023-02-26,2023-02-19,1.48106188024394,1.48106188024394
"MMETR01",23.846176,35.523199,"Greece",2023-03-05,2023-03-20,"EL",0,"Greece","EL4","AEGEAN ISLANDS, CRETE","EL43","CRETE","EL434","CHANIA","PLATANIAS","MALEME","Ecodev",,2,2023,3,2023-03-04,35.5216321222993,23.8480250051651,0.475042063937184,0.21787450798796,-0.424702058504875,-0.21787450798796,0.354700773228181,0.268485141275031,-0.227123374720556,-0.268485141275031,0.304718004270916,0.100248160164034,0.38016247828772,0.100248160164034,2023-03-05,35.5216321222993,23.8480250051651,14460,13980,35.5216321222993,23.8480250051651,14399.75,14185.5333333333,14351.5,14124.0769230769,14566.4375,14190,14652.5714285714,14201.8181818182,2023-03-05,35.5501626157198,23.8501090966221,36.8205491344163,2023-02-26,2023-02-19,2023-02-26,2023-02-19,9.21791380556533,9.48358567157993
"PNATR01",23.895417,35.517889,"Greece",2023-03-05,2023-03-20,"EL",0,"Greece","EL4","AEGEAN ISLANDS, CRETE","EL43","CRETE","EL434","CHANIA","PLATANIAS","PLATANIAS","Ecodev",,4,2023,3,2023-03-04,35.5171405458787,23.8974323457917,0.284812229976736,0.144125480911512,-0.256827048114434,-0.144125480911512,0.177779193964401,0.299848647000559,-0.0424103091089043,-0.299848647000559,0.296510182822818,0.158715730039373,0.413098918109424,0.158715730039373,2023-03-05,35.5171405458787,23.8974323457917,,,35.5171405458787,23.8974323457917,,,,,,,,,2023-03-05,35.5501626157198,23.8501090966221,36.8205491344163,2023-02-26,2023-02-19,2023-02-26,2023-02-19,9.21791380556533,9.48358567157993
"PVLTR03",24.514665,35.368135,"Greece",2023-03-05,2023-03-20,"EL",0,"Greece","EL4","AEGEAN ISLANDS, CRETE","EL43","CRETE","EL433","RETHYMNO","RETHYMNO","PERIVOLIA","Ecodev",,1,2023,3,2023-03-04,35.3689185239989,24.5127783154136,0.311523234007085,0.121325494388028,-0.320327249842668,-0.121325494388028,0.0966812447157549,0.21313088735756,0.00552435808739758,-0.21313088735756,0.24755961253066,0.165274755685274,0.400960529819586,0.165274755685274,2023-03-05,35.3689185239989,24.5127783154136,,,35.3689185239989,24.5127783154136,,,,,,,,,2023-03-05,35.3501617008634,24.5501122986194,123.08203220729,2023-02-26,2023-02-19,2023-02-26,2023-02-19,4.48184302808659,4.48184302808659
"AMTTR01",24.617461,35.329878,"Greece",2023-03-05,2023-03-20,"EL",0,"Greece","EL4","AEGEAN ISLANDS, CRETE","EL43","CRETE","EL433","RETHYMNO","RETHYMNO","AMNATOS","Ecodev",,,2023,3,2023-03-04,35.3284943362136,24.6160845730873,0.623661670235546,0.312418866291649,-0.512341062079282,-0.312418866291649,0.561532331634504,0.246174994325003,-0.473186376677429,-0.246174994325003,0.0606465201410647,0.0643268865791039,0.0377865023304159,0.0643268865791039,2023-03-05,35.3284943362136,24.6160845730873,14442,14081,35.3284943362136,24.6160845730873,14255.2307692308,14046.0769230769,14357.625,14038.7272727273,14589,14090.6923076923,14701.7,14168.5333333333,2023-03-05,35.3501617008634,24.6501127560476,110.329012479703,2023-02-26,2023-02-19,2023-02-26,2023-02-19,7.28193495795131,7.28193495795131
"APGTR01",25.331566,35.332512,"Greece",2023-03-19,2023-04-03,"EL",0,"Greece","EL4","AEGEAN ISLANDS, CRETE","EL43","CRETE","EL431","HERAKLION","CHERSONISOS","AGIA PELAGIA","Ecodev",,,2023,3,2023-03-19,35.3329859126342,25.3302452239624,0.188216039279869,0.215401785714286,-0.0830432620586773,-0.215401785714286,0.0190335097308474,0.275017038905864,0.112312917146488,-0.275017038905864,0.190987744783543,0.135478730383117,0.238958893120666,0.135478730383117,2023-03-19,35.3329859126342,25.3302452239624,14137,13777,35.3329859126342,25.3302452239624,14389.6923076923,14154.2105263158,14348,14091,14621.8666666667,14169.7857142857,14817.1333333333,14245.9285714286,2023-03-19,35.3501617008634,25.3501159580449,48.2275258448062,2023-03-12,2023-03-05,2023-03-12,2023-03-05,0.0556055287597701,1.06308594637085
"MOITR02",24.873223,35.048491,"Greece",2023-03-19,2023-04-03,"EL",0,"Greece","EL4","AEGEAN ISLANDS, CRETE","EL43","CRETE","EL431","HERAKLION","FAISTOS","MOIRES","Triple Trap",,,2023,3,2023-03-19,35.0500165981365,24.8721044290614,0.177383592017738,0.0260869565217391,-0.214824982841455,-0.0260869565217391,0.326269315673289,0.266975959510755,-0.213247172859451,-0.266975959510755,0,0,0,0,2023-03-19,35.0500165981365,24.8721044290614,14270,14083,35.0500165981365,24.8721044290614,14432.5454545455,14067.1052631579,14386.1,13933.2631578947,14718.0833333333,14110.2941176471,14989.2666666667,14230.4,2023-03-19,35.0501603285788,24.850113670904,18.1517318517435,2023-03-12,2023-03-05,2023-03-12,2023-03-05,0.0153847723267972,1.54297451069579
"XERTR02",25.109379,35.335973,"Greece",2023-03-19,2023-04-03,"EL",0,"Greece","EL4","AEGEAN ISLANDS, CRETE","EL43","CRETE","EL431","HERAKLION","HERAKLION","XEROPOTAMOS","Ecodev",,1,2023,3,2023-03-19,35.3374774890548,25.1101579793531,0.091069330199765,0.0103373231773667,-0.084696261682243,-0.0103373231773667,0.0325172576595788,0.0961805381883522,0.0301573591999607,-0.0961805381883522,0.125873684539537,0.128964717114986,0.257461981236569,0.128964717114986,2023-03-19,35.3374774890548,25.1101579793531,14686,13782,35.3374774890548,25.1101579793531,14358.5714285714,14200.2352941177,14385.2727272727,14060.2307692308,14569.6875,14236.7142857143,14747.25,14334.2,2023-03-19,35.3501617008634,25.1501150431885,35.092354982884,2023-03-12,2023-03-05,2023-03-12,2023-03-05,0.351695291989017,1.76561921281973
"IRATR05",25.154469,35.304555,"Greece",2023-03-19,2023-04-03,"EL",0,"Greece","EL4","AEGEAN ISLANDS, CRETE","EL43","CRETE","EL431","HERAKLION","HERAKLION","IRAKLEIO","Ecodev",,,2023,3,2023-03-19,35.3060364541106,25.1550737435591,0.146537842190016,0.178157749586321,-0.0548148148148148,-0.178157749586321,0.35577187991254,0.202316607400144,-0.301307405319844,-0.202316607400144,0.149156156104527,0.091548664558453,0.133245045252675,0.091548664558453,2023-03-19,35.3060364541106,25.1550737435591,14610,14195,35.3060364541106,25.1550737435591,14410.6666666667,14101.0588235294,14408,14030.625,14713.1666666667,14157.8181818182,14886.6923076923,14211.1538461538,2023-03-19,35.3501617008634,25.1501150431885,35.092354982884,2023-03-12,2023-03-05,2023-03-12,2023-03-05,0.351695291989017,1.76561921281973
"SKATR01",25.056139,35.336701,"Greece",2023-03-19,2023-04-03,"EL",0,"Greece","EL4","AEGEAN ISLANDS, CRETE","EL43","CRETE","EL431","HERAKLION","MALEVIZI","SKAFIDARAS","Ecodev",,,2023,3,2023-03-19,35.3374774890548,25.0562590623059,0.456509994597515,0.208697601434656,-0.398702983138781,-0.208697601434656,-0.0206572769953052,0.133079847908745,0.130833333333333,-0.133079847908745,0,0,0,0,2023-03-19,35.3374774890548,25.0562590623059,14479,14068,35.3374774890548,25.0562590623059,14364.0833333333,14118.1764705882,14385.9090909091,14033.9285714286,14564.9333333333,14179.5,14735.6875,14238.0625,2023-03-19,35.3501617008634,25.0501145857603,33.5507317539887,2023-03-12,2023-03-05,2023-03-12,2023-03-05,0.351727365690749,1.65296672325348
"SKATR02",25.065026,35.334606,"Greece",2023-03-19,2023-04-03,"EL",0,"Greece","EL4","AEGEAN ISLANDS, CRETE","EL43","CRETE","EL431","HERAKLION","MALEVIZI","SKAFIDARAS","Ecodev",,1,2023,3,2023-03-19,35.3329859126342,25.0652422151471,0.483337061060166,0.246148064637354,-0.432706848131346,-0.246148064637354,0.457997762907695,0.224562856906313,-0.410989404651446,-0.224562856906313,0.0973619220631422,0.0644536877931785,0.0720053514889007,0.0644536877931785,2023-03-19,35.3329859126342,25.0652422151471,14535,14069,35.3329859126342,25.0652422151471,14359.8461538462,14020.7058823529,14397.1666666667,14004.0666666667,14619.4,14146.1428571429,14809.7692307692,14220.4666666667,2023-03-19,35.3501617008634,25.0501145857603,33.5507317539887,2023-03-12,2023-03-05,2023-03-12,2023-03-05,0.351727365690749,1.65296672325348
"ANNTR04",25.713312,35.185806,"Greece",2023-03-19,2023-04-03,"EL",0,"Greece","EL4","AEGEAN ISLANDS, CRETE","EL43","CRETE","EL432","LASITHI","AGIOS NIKOLAOS","AGIOS NIKOLAOS","Ecodev",,1,2023,3,2023-03-19,35.1847638907544,25.7120292197132,0.253979567593253,0.132618025751073,-0.242759595008241,-0.132618025751073,0.177312625571608,0.12684781164303,-0.147547205258512,-0.12684781164303,0.0989404405801135,0.034269587726933,0.132653189209331,0.034269587726933,2023-03-19,35.1847638907544,25.7120292197132,14564,14234,35.1847638907544,25.7120292197132,14421.6428571429,14173.0526315789,14351.2857142857,14124.3076923077,14677.7692307692,14183.6666666667,14870.3529411765,14274.0625,2023-03-19,35.150160786007,25.7501177877576,42.1544901731439,2023-03-12,2023-03-05,2023-03-12,2023-03-05,0.0102410926483572,0.463333388906904
