"id","station_id","trapid_region","trapid","code","oldid","x","y","dt_placement","week","month","year","country_code","nuts0_code","nuts0_name","nuts1_code","nuts1_name","nuts2_code","nuts2_name","nuts3_code","nuts3_name","lau1_municipality","lau2_settlement","traptype","lab","no_pos_pools","culex spp.","region","dt_placement_original","indices_image_date","indices_lat","indices_lon","ndvi","ndmi","ndwi","ndbi","ndvi_mean","ndmi_mean","ndwi_mean","ndbi_mean","ndvi_std","ndmi_std","ndwi_std","ndbi_std","lst_image_date","lst_lat","lst_lon","lst_day","lst_night","monthly_lst_lat","monthly_lst_lon","lst_jan_day_mean","lst_jan_night_mean","lst_feb_day_mean","lst_feb_night_mean","lst_mar_day_mean","lst_mar_night_mean","lst_apr_day_mean","lst_apr_night_mean","indices_image_date","indices_lat","indices_lon","acc_rainfall_jan","dt_placement_minus_7","dt_placement_minus_14","dt_placement_minus_7_avail","dt_placement_minus_14_avail","acc_rainfall_1week","acc_rainfall_2week"
454,"ANNTR04","ANNTR04_CR","ANNTR04_EL43","ANNTR04_EL4345019","ANITR0400",25.713312,35.185806,2023-03-19,14,3,2023,"EL",0,"Greece","EL4","AEGEAN ISLANDS, CRETE","EL43","CRETE","EL432","LASITHI","AGIOS NIKOLAOS","AGIOS NIKOLAOS","Ecodev",,,1,"Greece",2023-04-03,2023-03-19,35.1847638907544,25.7120292197132,0.253979567593253,0.132618025751073,-0.242759595008241,-0.132618025751073,0.177312625571608,0.12684781164303,-0.147547205258512,-0.12684781164303,0.0989404405801135,0.034269587726933,0.132653189209331,0.034269587726933,2023-03-19,35.1847638907544,25.7120292197132,14564,14234,35.1847638907544,25.7120292197132,14421.6428571429,14173.0526315789,14351.2857142857,14124.3076923077,14677.7692307692,14183.6666666667,14870.3529411765,14274.0625,2023-03-19,35.150160786007,25.7501177877576,42.1544901731439,2023-03-12,2023-03-05,2023-03-12,2023-03-05,0.0102410926483572,0.463333388906904
471,"IERTR02","IERTR02_CR","IERTR02_EL43","IERTR02_EL4345019","IERTR0200",25.726225,35.010131,2023-03-19,14,3,2023,"EL",0,"Greece","EL4","AEGEAN ISLANDS, CRETE","EL43","CRETE","EL432","LASITHI","IERAPETRA","IERAPETRA","Triple Trap",,,1,"Greece",2023-04-03,2023-03-19,35.0095924103511,25.725503948975,0.216797267430179,0.111804663117312,-0.222199798183653,-0.111804663117312,0.121578330666577,0.178207389736941,-0.0409414698520871,-0.178207389736941,0.214427433351479,0.0611821252301158,0.312174082191911,0.0611821252301158,2023-03-19,35.0095924103511,25.725503948975,14495,14206,35.0095924103511,25.725503948975,14506.4666666667,14162.4705882353,14482,14052.2352941176,14637.2727272727,14155.8125,14859.8181818182,14247.1666666667,2023-03-19,35.0501603285788,25.7501177877576,18.2398287061736,2023-03-12,2023-03-05,2023-03-12,2023-03-05,0.00843973038718104,0.320605350192636
506,"RMLTR01","RMLTR01_CR","RMLTR01_EL43","RMLTR01_EL4345019","ROUTR0100",24.700136,35.407511,2023-03-19,14,3,2023,"EL",0,"Greece","EL4","AEGEAN ISLANDS, CRETE","EL43","CRETE","EL433","RETHYMNO","MYLOPOTAMOS","ROYMELI","Ecodev",,,1,"Greece",2023-04-03,2023-03-19,35.4093427117843,24.7014245250787,0.668422372711312,0.365633340176555,-0.556023391812866,-0.365633340176555,0.460834181078332,0.366317792578497,-0.336642879304995,-0.366317792578497,0,0,0,0,2023-03-19,35.4093427117843,24.7014245250787,14104,14170,35.4093427117843,24.7014245250787,14370.6153846154,14055.2,14405,13974.2666666667,14613.8571428571,14147.6153846154,14741.1875,14164.0625,2023-03-19,35.4501621582916,24.7501132134758,62.6517780753784,2023-03-12,2023-03-05,2023-03-12,2023-03-05,0.110856702551246,0.48183590057306
458,"VICTR01","VICTR01_CR","VICTR01_EL43","VICTR01_EL4345019","BIOTR0100",24.442917,35.362667,2023-03-19,14,3,2023,"EL",0,"Greece","EL4","AEGEAN ISLANDS, CRETE","EL43","CRETE","EL433","RETHYMNO","RETHYMNO","VIOLI CHARAKI","Ecodev",,,1,"Greece",2023-04-03,2023-03-19,35.3644269475784,24.440913092684,0.323279007540744,0.140939597315436,-0.319427601261218,-0.140939597315436,0.269767046416058,0.107578437789214,-0.238092324591078,-0.107578437789214,0.118745068898815,0.0475449166381932,0.145112769726712,0.0475449166381932,2023-03-19,35.3644269475783,24.440913092684,14449,14138,35.3644269475783,24.440913092684,14331.5384615385,14151.1666666667,14398.8461538462,14113.75,14536,14215.4,14601.7692307692,14238.8666666667,2023-03-19,35.3501617008634,24.4501118411912,58.2102642095334,2023-03-12,2023-03-05,2023-03-12,2023-03-05,4.35509345680475,6.74372225627303
505,"RETTR02","RETTR02_CR","RETTR02_EL43","RETTR02_EL4345019","RETTR0200",24.473,35.364806,2023-03-19,14,3,2023,"EL",0,"Greece","EL4","AEGEAN ISLANDS, CRETE","EL43","CRETE","EL433","RETHYMNO","RETHYMNO","RETHYMNO","Sentinel2",,,16,"Greece",2023-04-03,2023-03-19,35.3644269475784,24.4723541276282,0.175499565595135,0.050873786407767,-0.212094064949608,-0.050873786407767,0.157213958978436,0.0623070171780303,-0.152014065960446,-0.0623070171780303,0.119690354119344,0.0466390424225536,0.183005408831808,0.0466390424225536,2023-03-19,35.3644269475783,24.4723541276282,14443,14154,35.3644269475783,24.4723541276282,14334.9333333333,14182.1666666667,14370.4615384615,14107.6428571429,14548,14223.7857142857,14700,14247.8666666667,2023-03-19,35.3501617008634,24.4501118411912,58.2102642095334,2023-03-12,2023-03-05,2023-03-12,2023-03-05,4.35509345680475,6.74372225627303
462,"GRGTR03","GRGTR03_CR","GRGTR03_EL43","GRGTR03_EL4345019","GEOTR0300",24.257694,35.361639,2023-03-19,14,3,2023,"EL",0,"Greece","EL4","AEGEAN ISLANDS, CRETE","EL43","CRETE","EL434","CHANIA","APOKORONOS","GEORGIOYPOLI","Ecodev",,,3,"Greece",2023-04-03,2023-03-19,35.3599353711578,24.2567584594395,0.526962457337884,0.233526330300524,-0.435815147625161,-0.233526330300524,0.464040197959086,0.214631002791922,-0.383678317208883,-0.214631002791922,0.175943066720857,0.0872683413383518,0.152492156392571,0.0872683413383518,2023-03-19,35.3599353711577,24.2567584594395,14498,14093,35.3599353711577,24.2567584594395,14358.2,14119.2857142857,14404.1538461538,14046.5384615385,14600.7692307692,14127.3529411765,14687.6666666667,14219.3333333333,2023-03-19,35.3501617008634,24.2501109263349,60.2685445389853,2023-03-12,2023-03-05,2023-03-12,2023-03-05,6.17599442973733,9.44266667449847
517,"SYDTR01","SYDTR01_CR","SYDTR01_EL43","SYDTR01_EL4345019","SUDTR0100",24.061167,35.491639,2023-03-19,14,3,2023,"EL",0,"Greece","EL4","AEGEAN ISLANDS, CRETE","EL43","CRETE","EL434","CHANIA","CHANIA","SOYDA","Ecodev",,,8,"Greece",2023-04-03,2023-03-19,35.4901910873551,24.0591290969332,0.244415243101183,0.301718213058419,-0.122703023117961,-0.301718213058419,0.20241076928908,0.282730365277721,-0.0987582571372758,-0.282730365277721,0.191765438565881,0.0735146620993362,0.248687818759303,0.0735146620993362,2023-03-19,35.4901910873551,24.0591290969332,14506,14056,35.4901910873551,24.0591290969332,14416.9285714286,14104.25,14375.3571428571,14053.0833333333,14557.9444444444,14146.625,14779.7647058824,14230.1428571429,2023-03-19,35.4501621582916,24.0501100114785,25.3818709780946,2023-03-12,2023-03-05,2023-03-12,2023-03-05,0.382696986198425,0.382696986198425
491,"MMETR01","MMETR01_CR","MMETR01_EL43","MMETR01_EL4345019","MLMTR0100",23.846176,35.523199,2023-03-19,14,3,2023,"EL",0,"Greece","EL4","AEGEAN ISLANDS, CRETE","EL43","CRETE","EL434","CHANIA","PLATANIAS","MALEME","Ecodev",,,1,"Greece",2023-04-03,2023-03-19,35.5216321222993,23.8480250051651,0.475042063937184,0.21787450798796,-0.424702058504875,-0.21787450798796,0.354700773228181,0.268485141275031,-0.227123374720556,-0.268485141275031,0.304718004270916,0.100248160164034,0.38016247828772,0.100248160164034,2023-03-19,35.5216321222993,23.8480250051651,14349,14153,35.5216321222993,23.8480250051651,14399.75,14185.5333333333,14351.5,14124.0769230769,14566.4375,14190,14652.5714285714,14201.8181818182,2023-03-19,35.5501626157198,23.8501090966221,38.3363432476947,2023-03-12,2023-03-05,2023-03-12,2023-03-05,1.41579411923885,1.51579411327839
498,"PNATR01","PNATR01_CR","PNATR01_EL43","PNATR01_EL4345019","PLTTR0100",23.895417,35.517889,2023-03-19,14,3,2023,"EL",0,"Greece","EL4","AEGEAN ISLANDS, CRETE","EL43","CRETE","EL434","CHANIA","PLATANIAS","PLATANIAS","Ecodev",,,9,"Greece",2023-04-03,2023-03-19,35.5171405458787,23.8974323457917,0.284812229976736,0.144125480911512,-0.256827048114434,-0.144125480911512,0.177779193964401,0.299848647000559,-0.0424103091089043,-0.299848647000559,0.296510182822818,0.158715730039373,0.413098918109424,0.158715730039373,2023-03-19,35.5171405458787,23.8974323457917,,,35.5171405458787,23.8974323457917,,,,,,,,,2023-03-19,35.5501626157198,23.8501090966221,38.3363432476947,2023-03-12,2023-03-05,2023-03-12,2023-03-05,1.41579411923885,1.51579411327839
410,"MCDTR02","MCDTR02_WG","MCDTR02_EL63","MCDTR02_EL6345005","METR0200",21.396907,38.125448,2023-03-05,12,3,2023,"EL",0,"Greece","EL6","CENTRAL GREECE","EL63","WESTERN GREECE","EL632","ACHAIA","WEST ACHAIA","METOCHI","Triple Trap",,0,16,"Greece",2023-03-20,2023-03-04,38.1267464462461,21.3956242795186,0.492090395480226,0.147761842677097,-0.431048496342455,-0.147761842677097,0.237213062628527,0.285699347919414,-0.160961627147279,-0.285699347919414,0.291845872962806,0.211365216746219,0.316569767774855,0.211365216746219,2023-03-05,38.1267464462461,21.3956242795186,14478,14156,38.1267464462461,21.3956242795186,14353.6363636364,14095.25,14307.25,14007.55,14571.4285714286,14188.75,14641.0526315789,14237.6363636364,2023-03-05,38.1501745088526,21.3500976609175,208.328073091514,2023-02-26,2023-02-19,2023-02-26,2023-02-19,5.13987046078546,5.19437440269394
399,"KLGTR03","KLGTR03_WG","KLGTR03_EL63","KLGTR03_EL6345005","KGTR0300",21.3802,38.15879,2023-03-05,12,3,2023,"EL",0,"Greece","EL6","CENTRAL GREECE","EL63","WESTERN GREECE","EL632","ACHAIA","WEST ACHAIA","KALOGRIA","Ecodev",,0,3,"Greece",2023-03-20,2023-03-04,38.1581874811903,21.3821495502568,0.374196313759108,0.228352490421456,-0.273232724384432,-0.228352490421456,0.311646244957774,0.191669612027666,-0.2314954205473,-0.191669612027666,0.194390433404514,0.11664745045521,0.213305659020767,0.11664745045521,2023-03-05,38.1581874811903,21.3821495502568,14465,14275,38.1581874811903,21.3821495502568,14333.9090909091,14089.5454545455,14269.8125,14014.8125,14511.3846153846,14206.9090909091,14552.4117647059,14311.1111111111,2023-03-05,38.1501745088526,21.3500976609175,208.328073091514,2023-02-26,2023-02-19,2023-02-26,2023-02-19,5.13987046078546,5.19437440269394
418,"AVITR01","AVITR01_WG","AVITR01_EL63","AVITR01_EL6345005","AVTR0100",21.816744,38.31659,2023-03-05,12,3,2023,"EL",0,"Greece","EL6","CENTRAL GREECE","EL63","WESTERN GREECE","EL632","ACHAIA","PATRA","AGIOS VASILEIOS","Ecodev",,0,19,"Greece",2023-03-20,2023-03-04,38.3153926559112,21.8178324630548,0.332566829548721,0.109621828626137,-0.308865047995483,-0.109621828626137,0.249948622065629,0.128485887488466,-0.158675798700716,-0.128485887488466,0.157508078474801,0.0423340842143618,0.226953713981823,0.0423340842143618,2023-03-05,38.3153926559112,21.8178324630548,14371,13958,38.3153926559112,21.8178324630548,14321.1428571429,14100.5333333333,14268.3125,14025.9130434783,14388.3529411765,14141.8235294118,14551.875,14221.3,2023-03-05,38.3501754237089,21.8500999480584,124.523095997807,2023-02-26,2023-02-19,2023-02-26,2023-02-19,6.65638375293929,6.66981675208081
389,"APDTR02","APDTR02_WG","APDTR02_EL63","APDTR02_EL6345005","APTR0200",21.426732,38.072929,2023-03-05,12,3,2023,"EL",0,"Greece","EL6","CENTRAL GREECE","EL63","WESTERN GREECE","EL632","ACHAIA","WEST ACHAIA","APIDEONAS","Ecodev",,0,6,"Greece",2023-03-20,2023-03-04,38.072847529199,21.4270653144628,0.235041656147438,0.0117890382626681,-0.254037426300948,-0.0117890382626681,0.348415620082421,0.062323641888189,-0.335020162163012,-0.062323641888189,0.0612577472885059,0.0497202436113342,0.0470350265642702,0.0497202436113342,2023-03-05,38.0728475291989,21.4270653144628,14477,14041,38.0728475291989,21.4270653144628,14359.875,13976.3333333333,14294.2727272727,13902.6842105263,14643.1428571429,14087.25,14850.4285714286,14152.7,2023-03-05,38.0501740514244,21.4500981183457,166.520305306185,2023-02-26,2023-02-19,2023-02-26,2023-02-19,7.84864972624928,7.87641994934529
432,"LECTR02","LECTR02_WG","LECTR02_EL63","LECTR02_EL6345007","LETR0200",21.269079,37.943391,2023-03-07,12,3,2023,"EL",0,"Greece","EL6","CENTRAL GREECE","EL63","WESTERN GREECE","EL633","ILIA","ANDRAVIDA-KYLLINI","LECHAINA","Ecodev",,,10,"Greece",2023-03-22,2023-03-06,37.9425918130016,21.2698601397418,0.562073324905183,0.248332996564963,-0.480469686077163,-0.248332996564963,0.334107361470924,0.33708483584468,-0.188802300314563,-0.33708483584468,0.104518072505486,0.109449941737194,0.0590589702593376,0.109449941737194,2023-03-07,37.9425918130016,21.2698601397418,14459,14028,37.9425918130016,21.2698601397418,14377.6,13971.6363636364,14399.9411764706,13894.4705882353,14626.3333333333,14075.6428571429,14735.375,14204.8,2023-03-07,37.9501735939962,21.2500972034893,249.093860027879,2023-02-28,2023-02-21,2023-02-28,2023-02-21,3.19585504324641,7.58861440233886
444,"GSTTR01","GSTTR01_WG","GSTTR01_EL63","GSTTR01_EL6345007","GTTR0100",21.266408,37.841273,2023-03-07,12,3,2023,"EL",0,"Greece","EL6","CENTRAL GREECE","EL63","WESTERN GREECE","EL633","ILIA","PINEIOS","GASTOYNI","Ecodev",,,3,"Greece",2023-03-22,2023-03-06,37.8392855553278,21.2653685633212,0.429572529782761,0.261595547309833,-0.334641805691855,-0.261595547309833,0.523109282949669,0.279689549676489,-0.44020011441417,-0.279689549676489,0.11833561433082,0.0642932752630174,0.0953471884830471,0.0642932752630174,2023-03-07,37.8392855553278,21.2653685633212,14472,13980,37.8392855553278,21.2653685633212,14369.2727272727,13898.875,14369.7142857143,13854.7333333333,14589,14045.5714285714,14773.3125,14137.0909090909,2023-03-07,37.850173136568,21.2500972034893,223.765951126779,2023-02-28,2023-02-21,2023-02-28,2023-02-21,3.32884995522909,8.24835251452168
425,"VRDTR02","VRDTR02_WG","VRDTR02_EL63","VRDTR02_EL6345007","VATR0200",21.360229,38.023927,2023-03-07,12,3,2023,"EL",0,"Greece","EL6","CENTRAL GREECE","EL63","WESTERN GREECE","EL633","ILIA","ANDRAVIDA-KYLLINI","VARDA","Ecodev",,0,12,"Greece",2023-03-22,2023-03-06,38.0234401885724,21.3596916681538,0.277963486757521,0.0500739488696387,-0.288900414937759,-0.0500739488696387,0.369699031185141,0.104937521143739,-0.348546476879986,-0.104937521143739,0.0636097393147057,0.0477785029528569,0.0397546119405041,0.0477785029528569,2023-03-07,38.0234401885724,21.3596916681538,14469,14077,38.0234401885724,21.3596916681538,14356.5,13996.5454545455,14388.2142857143,13902.5555555556,14654.4285714286,14070.7857142857,14810.2307692308,14135.3,2023-03-07,38.0501740514244,21.3500976609175,293.946485175053,2023-02-28,2023-02-21,2023-02-28,2023-02-21,4.15730892820284,7.73049446730875
582,"ADVTR01","ADVTR01_WG","ADVTR01_EL63","ADVTR01_EL6345007",0,21.268126,37.903862,2023-03-07,12,3,2023,"EL",0,"Greece","EL6","CENTRAL GREECE","EL63","WESTERN GREECE","EL633","ILIA","ANDRAVIDA-KYLLINI","ANDRAVIDA","Ecodev",,0,17,"Greece",2023-03-22,2023-03-06,37.9021676252162,21.2698601397418,0.365828092243187,0.0817766708177667,-0.351659751037344,-0.0817766708177667,0.432155152060421,0.115812211615383,-0.394637225388877,-0.115812211615383,0.112902345881712,0.0860957735711834,0.076380559942988,0.0860957735711834,2023-03-07,37.9021676252162,21.2698601397418,14477,14016,37.9021676252162,21.2698601397418,14358.9,13958.5454545455,14367.25,13878.75,14542.0666666667,14033.7857142857,14835.25,14146.7,2023-03-07,37.9501735939962,21.2500972034893,249.093860027879,2023-02-28,2023-02-21,2023-02-28,2023-02-21,3.19585504324641,7.58861440233886
