station_id,dt_placement,week,month,year,country_code,nuts0_code,nuts0_name,nuts1_code,nuts1_name,nuts2_code,nuts2_name,nuts3_code,nuts3_name,lau1_municipality,lau2_settlement,trap_type,sex,x,y,anopheles_total,region,dt_placement_original,indices_image_date,indices_lat,indices_lon,ndvi,ndmi,ndwi,ndbi,ndvi_mean,ndmi_mean,ndwi_mean,ndbi_mean,ndvi_std,ndmi_std,ndwi_std,ndbi_std,lst_image_date,lst_lat,lst_lon,lst_day,lst_night,monthly_lst_lat,monthly_lst_lon,lst_jan_day_mean,lst_jan_night_mean,lst_feb_day_mean,lst_feb_night_mean,lst_mar_day_mean,lst_mar_night_mean,lst_apr_day_mean,lst_apr_night_mean,indices_image_date,indices_lat,indices_lon,acc_rainfall_jan,dt_placement_minus_7,dt_placement_minus_14,dt_placement_minus_7_avail,dt_placement_minus_14_avail,acc_rainfall_1week,acc_rainfall_2week
PE-BG-4,2023-07-24,32,7,2023,,,Italy,,,,Trentino-Alto Adige,,Trentino,Pergine,,BG-Sentinel,,11.24094,46.06638,0,Italy,2023-08-08,2023-07-22,46.06785355786339,11.240169992546496,0.3144208037825059,0.1111666250312266,-0.2818443804034582,-0.1111666250312266,0.4075535770686278,0.1837787085360195,-0.3347197427738529,-0.1837787085360195,0.10093038469069496,0.06858398991819363,0.08014297639470043,0.06858398991819363,2023-07-24,46.06785355786338,11.240169992546496,15210.0,14646.0,46.06785355786338,11.240169992546496,13857.53846153846,13503.181818181818,14079.333333333336,13632.4375,14452.611111111111,13776.444444444443,14627.75,13915.2,2023-07-24,46.05021064567919,11.250051460670813,1164.983463475899,2023-07-17,2023-07-10,2023-07-17,2023-07-10,190.68126055132598,335.7197525133379
288,2023-08-06,34,8,2023,,,Italy,,,,Trentino-Alto Adige,,Trentino,Riva del Garda,,BG-Sentinel,,10.844454,45.890818,0,Italy,2023-08-21,2023-08-06,45.89268207746006,10.84491126753387,0.30544147843942504,0.035212700997353984,-0.30010224948875264,-0.035212700997353984,0.3365399314721526,0.04064519443278961,-0.32732110103872514,-0.04064519443278961,0.053989223451807435,0.041776647548754715,0.040162721854051724,0.041776647548754715,2023-08-06,45.89268207746006,10.84491126753387,15004.0,14542.0,45.89268207746006,10.84491126753387,13956.9375,13681.133333333333,14094.764705882351,13749.533333333333,14374.588235294117,13869.470588235294,14496.789473684208,13993.333333333336,2023-08-06,45.850209730822826,10.850049630958074,1011.206036030865,2023-07-30,2023-07-23,2023-07-30,2023-07-23,69.64317545906752,134.00442146423384
315,2023-08-06,34,8,2023,,,Italy,,,,Trentino-Alto Adige,,Trentino,Arco,,BG-Sentinel,,10.864102,45.919723,0,Italy,2023-08-21,2023-08-06,45.91963153598365,10.862877573216265,0.4943599803825404,0.12435424354243545,-0.4481939163498099,-0.12435424354243545,0.564269656292061,0.1756385557436585,-0.4994946371833526,-0.1756385557436585,0.09872034105199597,0.07233866634509745,0.07051998688316964,0.07233866634509745,2023-08-06,45.91963153598365,10.86287757321626,15070.0,14503.0,45.91963153598365,10.86287757321626,14031.0,13681.214285714286,14184.933333333332,13783.5625,14491.928571428569,13889.533333333333,14590.066666666668,13990.0,2023-08-06,45.950210188251006,10.850049630958074,1299.855236744775,2023-07-30,2023-07-23,2023-07-30,2023-07-23,95.92908931893493,473.13796856438006
351,2023-08-06,34,8,2023,,,Italy,,,,Trentino-Alto Adige,,Trentino,Riva del Garda,,BG-Sentinel,,10.855636,45.894986,0,Italy,2023-08-21,2023-08-06,45.89717365388066,10.853894420375068,0.293842556508184,0.020282728948985848,-0.2965373600624837,-0.020282728948985848,0.507050458027265,0.15819435194361953,-0.4466123278512677,-0.15819435194361953,0.16465474083662782,0.1050932037183053,0.11927022753473066,0.1050932037183053,2023-08-06,45.89717365388066,10.853894420375068,15175.0,14536.0,45.89717365388066,10.853894420375068,13979.1875,13633.866666666667,14145.5,13660.875,14467.588235294117,13854.222222222224,14609.157894736842,13973.53846153846,2023-08-06,45.850209730822826,10.850049630958074,1011.206036030865,2023-07-30,2023-07-23,2023-07-30,2023-07-23,69.64317545906752,134.00442146423384
CDCRA5,2023-08-06,34,8,2023,,,Italy,,,,Trentino-Alto Adige,,Trentino,Arco,,CDC-trap,,10.892337,45.915607,0,Italy,2023-08-21,2023-08-06,45.915139959563035,10.894318608160448,0.5264207377866401,0.16116799393249906,-0.4622731614135626,-0.16116799393249906,0.6262286262807664,0.22358147356323949,-0.5344530044453869,-0.22358147356323949,0.11253870480862024,0.0767289900316864,0.07727497238063226,0.0767289900316864,2023-08-06,45.915139959563035,10.894318608160448,15209.0,14453.0,45.91513995956304,10.894318608160448,13956.2,13615.571428571431,14144.5625,13694.571428571431,14536.928571428569,13863.75,14653.388888888889,13963.928571428569,2023-08-06,45.950210188251006,10.850049630958074,1299.855236744775,2023-07-30,2023-07-23,2023-07-30,2023-07-23,95.92908931893493,473.13796856438006
CDCRA6,2023-08-06,34,8,2023,,,Italy,,,,Trentino-Alto Adige,,Trentino,Riva del Garda,,CDC-trap,,10.862481,45.882249,0,Italy,2023-08-21,2023-08-06,45.88369892461886,10.862877573216265,0.5481927710843373,0.1891266628108733,-0.4855491329479769,-0.1891266628108733,0.5859832824691987,0.2316259493777472,-0.5028189800977079,-0.2316259493777472,0.09973177668362217,0.08041506213973097,0.0708169100631726,0.08041506213973097,2023-08-06,45.88369892461886,10.86287757321626,15020.0,14552.0,45.88369892461886,10.86287757321626,13948.8125,13629.277777777776,14098.764705882351,13708.8,14397.5625,13835.117647058823,14502.380952380952,13979.5,2023-08-06,45.850209730822826,10.850049630958074,1011.206036030865,2023-07-30,2023-07-23,2023-07-30,2023-07-23,69.64317545906752,134.00442146423384
PO-BG-3,2023-08-06,34,8,2023,,,Italy,,,,Trentino-Alto Adige,,Trentino,Trento,,BG-Sentinel,,11.160635,46.083488,0,Italy,2023-08-21,2023-08-06,46.08132828712517,11.15932161697573,0.6006893156080748,0.22011634452993054,-0.5284438175834508,-0.22011634452993054,0.6522904154363517,0.25880918108664885,-0.5581881023052895,-0.25880918108664885,0.06692017760331402,0.05017044714596512,0.039658169574335315,0.05017044714596512,2023-08-06,46.08132828712517,11.15932161697573,15114.0,14653.0,46.08132828712517,11.15932161697573,13874.833333333336,13537.0,14128.35294117647,13689.764705882351,14463.642857142857,13838.692307692307,14607.388888888889,13932.384615384617,2023-08-06,46.05021064567919,11.150051003242629,1175.0728328933951,2023-07-30,2023-07-23,2023-07-30,2023-07-23,100.43982550842199,181.8519445397237
RA-CDC-1,2023-08-06,34,8,2023,,,Italy,,,,Trentino-Alto Adige,,Trentino,Arco,,CDC-trap,,10.891121,45.905765,0,Italy,2023-08-21,2023-08-06,45.906156806721846,10.88982703173985,0.6245387453874539,0.22696394356383906,-0.5379912663755458,-0.22696394356383906,0.6955822681399643,0.27911618144634165,-0.5816474861913734,-0.27911618144634165,0.03636824069120362,0.0349942365606674,0.026332270590684232,0.0349942365606674,2023-08-06,45.906156806721846,10.88982703173985,15157.0,14453.0,45.906156806721846,10.88982703173985,13931.722222222224,13601.785714285714,14124.5,13660.285714285714,14487.4,13826.933333333332,14622.684210526317,13916.642857142857,2023-08-06,45.950210188251006,10.850049630958074,1299.855236744775,2023-07-30,2023-07-23,2023-07-30,2023-07-23,95.92908931893493,473.13796856438006
ST-BG-3,2023-08-06,34,8,2023,,,Italy,,,,Trentino-Alto Adige,,Trentino,Castel Ivano,,BG-Sentinel,,11.525146,46.066722,0,Italy,2023-08-21,2023-08-06,46.06785355786339,11.523139307044168,0.661530815109344,0.27182803880540235,-0.5676436107854631,-0.27182803880540235,0.655321206048157,0.26929195822914376,-0.5631572012664932,-0.26929195822914376,0.08288987949266029,0.05666050575048037,0.060893347238368326,0.05666050575048037,2023-08-06,46.06785355786338,11.523139307044168,14995.0,14286.0,46.06785355786338,11.523139307044168,13890.0,13521.916666666664,14084.411764705883,13627.0,14399.153846153846,13803.636363636364,14612.363636363636,13900.272727272728,2023-08-06,46.05021064567919,11.550052832955368,1523.0926361849351,2023-07-30,2023-07-23,2023-07-30,2023-07-23,36.45974874849786,205.5964958133526
ST-BG-4,2023-08-06,34,8,2023,,,Italy,,,,Trentino-Alto Adige,,Trentino,Telve,,BG-Sentinel,,11.48068,46.068981,0,Italy,2023-08-21,2023-08-06,46.06785355786339,11.482715119258788,0.3936852491366552,0.1033001366920524,-0.3663845223700121,-0.1033001366920524,0.5916771069115554,0.2283503595059878,-0.5141095102492041,-0.2283503595059878,0.0881312542825458,0.06141316235583402,0.06372272048620177,0.06141316235583402,2023-08-06,46.06785355786338,11.482715119258788,14999.0,14312.0,46.06785355786338,11.482715119258788,13836.7,13499.0,14123.46153846154,13580.0,14415.642857142857,13798.545454545454,14647.272727272728,13886.583333333336,2023-08-06,46.05021064567919,11.450052375527182,1326.6145143916358,2023-07-30,2023-07-23,2023-07-30,2023-07-23,58.879768996469714,239.27383316770945
TN-BG-9,2023-08-06,34,8,2023,,,Italy,,,,Trentino-Alto Adige,,Trentino,Trento,,BG-Sentinel,,11.091284,46.110328,0,Italy,2023-08-21,2023-08-06,46.108277745648756,11.091947970666759,0.08333333333333336,-0.040504050405040536,-0.09828971770039148,0.040504050405040536,0.2651252694202629,0.07422246696462477,-0.2514325295902286,-0.07422246696462477,0.1746582365001104,0.10140930831802994,0.1303489244418153,0.10140930831802994,2023-08-06,46.108277745648756,11.091947970666759,14977.0,14655.0,46.108277745648756,11.091947970666759,13833.733333333335,13560.083333333336,14056.722222222224,13703.266666666665,14329.785714285714,13867.083333333336,14529.1875,13958.071428571431,2023-08-06,46.15021110310738,11.050050545814443,1367.4632583379712,2023-07-30,2023-07-23,2023-07-30,2023-07-23,94.63368279551614,178.75178118859876
PE-BG-4,2023-08-06,34,8,2023,,,Italy,,,,Trentino-Alto Adige,,Trentino,Pergine,,BG-Sentinel,,11.24094,46.06638,0,Italy,2023-08-21,2023-08-06,46.06785355786339,11.240169992546496,0.33995741660752304,0.10366328916601716,-0.32988964545668,-0.10366328916601716,0.4687275716980368,0.1711907452745991,-0.41973577462296396,-0.1711907452745991,0.12936500736891288,0.08581423048455472,0.09852386845957496,0.08581423048455472,2023-08-06,46.06785355786338,11.240169992546496,15119.0,14610.0,46.06785355786338,11.240169992546496,13857.53846153846,13503.181818181818,14079.333333333336,13632.4375,14452.611111111111,13776.444444444443,14627.75,13915.2,2023-08-06,46.05021064567919,11.250051460670813,1305.61614997576,2023-07-30,2023-07-23,2023-07-30,2023-07-23,108.23643557204022,207.0274844936849
